Forge Standard ID,Grade,Grade Band,Subject,Domain / Strand,Forge Standard,Description,Learning Target — I Can,Essential Question,Priority,Tennessee Standard(s),Common Core,NGSS,NSQ Online Course,TN Alignment,National Alignment,Alignment Rationale,Prerequisite Anchor,Next / Acceleration Anchor,Suggested Evidence / Performance Task,Source Document / Page,Review Status,Final Approver,Crosswalk Links
FF.G6.SCI.04,6,Grades 6–8,Science,Life Science—Ecosystems,Predict organism interactions,"Explain and predict patterns of competitive, symbiotic, and predatory interactions across ecosystems.","I can explain and predict patterns of competitive, symbiotic, and predatory interactions across ecosystems.",What evidence or model can explain predict organism interactions?,Essential,6.LS2.2,Not Applicable,MS-LS2-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 variation and environmental influence,7.LS2 ecosystem matter cycling,Cross-ecosystem interaction model and prediction,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.05,6,Grades 6–8,Science,Life Science—Ecosystems,Model energy transfer through food webs,Use food-web and energy-pyramid models to explain energy transfer in ecosystems.,I can use food-web and energy-pyramid models to explain energy transfer in ecosystems.,What evidence or model can explain model energy transfer through food webs?,Essential,6.LS2.3,Not Applicable,MS-LS2-3,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 food chains and ecosystem roles,7.LS2 cycling of matter and energy,Food-web and energy-pyramid model with transfer explanation,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.06,6,Grades 6–8,Science,Life Science—Ecosystems,Use patterns to assess ecosystem health,Use abiotic and biotic patterns in terrestrial and aquatic ecosystems as measures of ecosystem health.,I can use abiotic and biotic patterns in terrestrial and aquatic ecosystems as measures of ecosystem health.,What evidence or model can explain use patterns to assess ecosystem health?,Essential,6.LS2.4,Not Applicable,MS-LS2-4; MS-LS2-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.LS2.1–3 population interactions and energy flow,8.LS4 biodiversity change and selection,Ecosystem health dashboard with evidence-based interpretation,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,9
FF.G6.SCI.07,6,Grades 6–8,Science,Life Science—Ecosystems,Mitigate invasive-species impacts,Analyze evidence about an invasive species in Tennessee and design a solution to reduce its impact on native populations.,I can analyze evidence about an invasive species in Tennessee and design a solution to reduce its impact on native populations.,What evidence or model can explain mitigate invasive-species impacts?,Essential,6.LS2.5,Not Applicable,MS-LS2-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.LS2.1–4 population and ecosystem health,8.LS4 biodiversity and human influence,Tennessee invasive-species management proposal,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.08,6,Grades 6–8,Science,Life Science—Biodiversity,Explain biodiversity’s value to people,"Explain how changes in biodiversity affect human resources and ecosystem services such as clean water, pollination, and waste decomposition.","I can explain how changes in biodiversity affect human resources and ecosystem services such as clean water, pollination, and waste decomposition.",What evidence or model can explain explain biodiversity’s value to people?,Essential,6.LS4.1,Not Applicable,MS-LS2-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 survival advantages of variation,8.LS4 biodiversity and natural selection,Biodiversity-services case study with evidence,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.09,6,Grades 6–8,Science,Earth Science—Convection,Diagram ocean and atmosphere convection,Diagram how uneven heating of Earth drives convection patterns in oceans and the atmosphere.,I can diagram how uneven heating of Earth drives convection patterns in oceans and the atmosphere.,What evidence or model can explain diagram ocean and atmosphere convection?,Essential,6.ESS2.1,Not Applicable,MS-ESS2-6,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 sun-Earth energy patterns,8.ESS2 large-scale Earth processes,Convection system diagram with energy-flow explanation,TN Science 2022 PDF p.51; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.10,6,Grades 6–8,Science,Earth Science—Ocean Circulation,Explain global ocean circulation,Use evidence to explain how solar heating and salinity differences drive ocean convection and global water movement.,I can use evidence to explain how solar heating and salinity differences drive ocean convection and global water movement.,What evidence or model can explain explain global ocean circulation?,Essential,6.ESS2.2,Not Applicable,MS-ESS2-6,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.ESS2.1 convection patterns,8.ESS2 Earth-system interactions,Ocean-circulation model supported by temperature and salinity data,TN Science 2022 PDF p.52; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.11,6,Grades 6–8,Science,Earth Science—Climate,Explain regional climate patterns,"Explain how atmospheric flow, geographic features, and ocean currents affect regional climate through heat transfer.","I can explain how atmospheric flow, geographic features, and ocean currents affect regional climate through heat transfer.",What evidence or model can explain explain regional climate patterns?,Essential,6.ESS2.3,Not Applicable,MS-ESS2-6,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.ESS2.1–2 atmospheric and ocean circulation,7.ESS3 and 8.ESS2 Earth-system analysis,Regional climate comparison using maps and data,TN Science 2022 PDF p.52; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.12,6,Grades 6–8,Science,Earth Science—Water Cycle,Model the water cycle as an Earth system,Develop a model of water cycling through Earth’s systems driven by solar energy and gravity.,I can develop a model of water cycling through Earth’s systems driven by solar energy and gravity.,What evidence or model can explain model the water cycle as an earth system?,Essential,6.ESS2.4,Not Applicable,MS-ESS2-4,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 Earth-sun patterns,7.ESS2 cycling of matter and 8.ESS2 systems,Water-cycle system model with energy and gravity pathways,TN Science 2022 PDF p.52; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.13,6,Grades 6–8,Science,Earth Science—Human and Organism Impacts,"Analyze changes to water, landform, and atmospheric systems","Analyze data to determine how humans and other organisms affect the water cycle, landforms, and atmospheric systems.","I can analyze data to determine how humans and other organisms affect the water cycle, landforms, and atmospheric systems.","What evidence or model can explain analyze changes to water, landform, and atmospheric systems?",Essential,6.ESS2.5,Not Applicable,MS-ESS3-4,B1; B2; C2; D1; D2; D4,Direct,Supporting,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.ESS2.4 water-cycle systems,7.ESS3 and 8.ESS3 human impacts,Earth-system impact analysis using a local or regional data set,TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.14,6,Grades 6–8,Science,Earth Science—Climate,Model the greenhouse effect,Develop a model explaining how greenhouse gases regulate Earth’s average surface temperature and help keep the planet habitable.,I can develop a model explaining how greenhouse gases regulate Earth’s average surface temperature and help keep the planet habitable.,What evidence or model can explain model the greenhouse effect?,Essential,6.ESS2.6,Not Applicable,MS-ESS3-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.ESS2.1–3 heat transfer and climate,8.ESS3 climate evidence and human influence,Greenhouse-effect model and evidence-based explanation,TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.15,6,Grades 6–8,Science,Earth Science—Weather,Use air-mass data to predict weather,Collect data showing how air-mass interactions change local weather and use the data to predict probable patterns.,I can collect data showing how air-mass interactions change local weather and use the data to predict probable patterns.,What evidence or model can explain use air-mass data to predict weather?,Essential,6.ESS2.7,Not Applicable,MS-ESS2-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 pattern-based prediction,8.ESS2 weather and climate systems,"Local weather-data log, forecast, and accuracy reflection",TN Science 2022 PDF p.52; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.16,6,Grades 6–8,Science,Earth Science—Resources,Evaluate natural-resource sustainability,"Use data to explain natural-resource consumption, sustainability, and resulting impacts on Earth’s systems.","I can use data to explain natural-resource consumption, sustainability, and resulting impacts on Earth’s systems.",What evidence or model can explain evaluate natural-resource sustainability?,Essential,6.ESS3.1,Not Applicable,MS-ESS3-4,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 resource use and human impact,7.ESS3 and 8.ESS3 resource and climate decisions,Resource-use data analysis and sustainability recommendation,TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.17,6,Grades 6–8,Science,Earth Science—Energy Technology,Compare renewable and alternative energy technologies,Investigate and compare existing and emerging technologies that use renewable and alternative energy resources.,I can investigate and compare existing and emerging technologies that use renewable and alternative energy resources.,What evidence or model can explain compare renewable and alternative energy technologies?,Essential,6.ESS3.2,Not Applicable,MS-ESS3-3,B1; B2; C2; D1; D2; D4,Direct,Supporting,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 engineering tests and measurement,7.ETS and 8.ESS3 technology evaluation,"Technology comparison using criteria, evidence, and tradeoffs",TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.18,6,Grades 6–8,Science,Earth Science—Human Impact,Communicate biosphere impacts and conservation responses,"Evaluate and communicate impacts of human activities on the biosphere, including conservation, habitat management, endangerment, and extinction.","I can evaluate and communicate impacts of human activities on the biosphere, including conservation, habitat management, endangerment, and extinction.",What evidence or model can explain communicate biosphere impacts and conservation responses?,Essential,6.ESS3.3,Not Applicable,MS-ESS3-3; MS-ESS3-4,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.LS2 ecosystem health and invasive species,8.LS4 and 8.ESS3 biodiversity and human impact,Biosphere impact briefing with evidence and response options,TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,9
FF.G6.SCI.19,6,Grades 6–8,Science,Engineering Design,Design solutions that maintain biodiversity,"Design, evaluate, and improve a solution for maintaining ecosystem biodiversity.","I can design, evaluate, and improve a solution for maintaining ecosystem biodiversity.",What evidence or model can explain design solutions that maintain biodiversity?,Essential,6.ETS1.1,Not Applicable,MS-LS2-5; MS-ETS1-1,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.ETS1 prototype testing and redesign,7.ETS and 8.ETS optimization,"Biodiversity design challenge with criteria, test evidence, and iteration",TN Science 2022 PDF p.52; NGSS MS-LS2/MS-ETS1,Draft—Head of School Review,Head of School,9
FF.G6.SCI.20,6,Grades 6–8,Science,Engineering Design,Design devices that control thermal transfer,"Design, construct, and test a device that minimizes or maximizes thermal energy transfer by combining solution elements.","I can design, construct, and test a device that minimizes or maximizes thermal energy transfer by combining solution elements.",What evidence or model can explain design devices that control thermal transfer?,Essential,6.ETS1.2,Not Applicable,MS-PS3-3; MS-ETS1-3,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.ETS1 controlled prototype testing,7.PS3 and 8.ETS quantitative optimization,"Thermal-device prototype, test data, redesign, and presentation",TN Science 2022 PDF p.52; NGSS MS-PS3/MS-ETS1,Draft—Head of School Review,Head of School,9
