Grade 4 Forge Standards Framework,,,,,,,,,,,,,,,,,,,,,,,
"Competency-sized outcomes with explicit source alignment, evidence expectations, and vertical progression. Filterable working draft.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Forge Standard ID,Grade,Grade Band,Subject,Domain / Strand,Forge Standard,Description,Learning Target — I Can,Essential Question,Priority,Tennessee Standard(s),Common Core,NGSS,NSQ Online Course,TN Alignment,National Alignment,Alignment Rationale,Prerequisite Anchor,Next / Acceleration Anchor,Suggested Evidence / Performance Task,Source Document / Page,Review Status,Final Approver,Crosswalk Links
FF.G4.MATH.18,4,Grades 4–5,Mathematics,Fractions & Decimals,Compare decimals to hundredths,Compare decimals that refer to the same whole and justify with place-value reasoning.,I can compare decimals to hundredths and justify my conclusion.,Why must decimal comparisons refer to the same whole?,Essential,4.NF.C.7,CCSS.MATH.CONTENT.4.NF.C.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,4.NF.C.6,5.NBT.A.3,Decimal comparison claim-evidence-reasoning,TN Math 2021 PDF p.51,Draft—Head of School Review,Head of School,8
FF.G4.MATH.19,4,Grades 4–5,Mathematics,Measurement & Data,Measure and estimate within systems,"Determine relative sizes of customary and metric units for length, volume, and mass/weight.","I can choose, measure, estimate, and compare units within one measurement system.",How does unit size affect a measurement?,Essential,4.MD.A.1,CCSS.MATH.CONTENT.4.MD.A.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,3.MD.A.2,5.MD.A.1,Measurement investigation with estimation error,TN Math 2021 PDF p.51,Draft—Head of School Review,Head of School,8
FF.G4.MATH.20,4,Grades 4–5,Mathematics,Measurement & Data,Solve measurement problems,"Use all four operations to solve one- and two-step measurement problems involving length, volume, mass, time, or money.",I can solve and explain a multistep measurement problem within one system.,How do operations help solve real measurement decisions?,Essential,4.MD.A.2,CCSS.MATH.CONTENT.4.MD.A.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,3.MD.A.1–2,5.MD.A.1,Real-world measurement design brief,TN Math 2021 PDF p.51,Draft—Head of School Review,Head of School,8
FF.G4.MATH.21,4,Grades 4–5,Mathematics,Measurement & Data,Apply area and perimeter formulas,Use rectangle area and perimeter formulas in mathematical and real-world contexts.,I can use area and perimeter formulas to find an unknown dimension and explain the relationship.,How can formulas help us design and solve spatial problems?,Essential,4.MD.A.3,CCSS.MATH.CONTENT.4.MD.A.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,3.MD.C.7–8,5.MD.C.3–5,Room or garden design with constraints,TN Math 2021 PDF p.51,Draft—Head of School Review,Head of School,8
FF.G4.MATH.22,4,Grades 4–5,Mathematics,Measurement & Data,Represent fractional data on line plots,Create line plots with fractional measurements and solve problems using the displayed data.,I can make a line plot with fractional measurements and use it to solve a problem.,How can a graph reveal patterns and differences in measurement data?,Essential,4.MD.B.4,CCSS.MATH.CONTENT.4.MD.B.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,3.MD.B.3–4,5.MD.B.2,Collect-measure-plot investigation,TN Math 2021 PDF p.51,Draft—Head of School Review,Head of School,8
FF.G4.MATH.23,4,Grades 4–5,Mathematics,Measurement & Data,Understand angle measurement,Explain angles as turns and as fractions of a circle measured in degrees.,I can explain what an angle measures and how degrees relate to a circle.,How does a turn become a measurable quantity?,Essential,4.MD.C.5,CCSS.MATH.CONTENT.4.MD.C.5,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,3.G.A.1,5.G.B.3–4,Angle model and concept explanation,TN Math 2021 PDF p.52,Draft—Head of School Review,Head of School,8
FF.G4.MATH.24,4,Grades 4–5,Mathematics,Measurement & Data,Measure and draw angles,Use a protractor to measure and sketch angles to whole-number degrees.,I can measure and draw angles accurately with a protractor.,How can tools make geometric reasoning precise?,Essential,4.MD.C.6,CCSS.MATH.CONTENT.4.MD.C.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,4.MD.C.5,5.G.B.3–4,Angle construction accuracy task,TN Math 2021 PDF p.52,Draft—Head of School Review,Head of School,8
FF.G4.MATH.25,4,Grades 4–5,Mathematics,Measurement & Data,Reason with additive angles,Decompose angles and use addition or subtraction to determine unknown measures.,I can find an unknown angle by decomposing a larger angle and writing an equation.,How can smaller angles help us reason about a whole angle?,Essential,4.MD.C.7,CCSS.MATH.CONTENT.4.MD.C.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,4.MD.C.6,5.G.B.3–4,Unknown-angle puzzle with proof,TN Math 2021 PDF p.52,Draft—Head of School Review,Head of School,8
FF.G4.MATH.26,4,Grades 4–5,Mathematics,Geometry,Draw and identify geometric elements,"Draw and identify points, lines, segments, rays, angle types, and parallel and perpendicular lines.","I can draw, label, and identify geometric elements in two-dimensional figures.",How does precise geometric language describe space?,Essential,4.G.A.1,CCSS.MATH.CONTENT.4.G.A.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,3.G.A.1,5.G.A.1–2,Annotated geometric design,TN Math 2021 PDF p.52,Draft—Head of School Review,Head of School,8
FF.G4.MATH.27,4,Grades 4–5,Mathematics,Geometry,Classify two-dimensional figures,Classify figures and triangles using line and angle properties.,"I can classify a two-dimensional figure using parallel lines, perpendicular lines, and angle measures.",How can one shape belong to more than one category?,Essential,4.G.A.2,CCSS.MATH.CONTENT.4.G.A.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,3.G.A.1,5.G.B.3–4,Hierarchy of shapes with justification,TN Math 2021 PDF p.52,Draft—Head of School Review,Head of School,8
FF.G4.MATH.28,4,Grades 4–5,Mathematics,Geometry,Analyze line symmetry,Recognize and draw lines of symmetry in two-dimensional figures.,I can determine whether a figure has line symmetry and draw every line of symmetry.,What makes two parts of a figure mirror images?,Essential,4.G.A.3,CCSS.MATH.CONTENT.4.G.A.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,3.G.A.1,5.G.B.3–4,Symmetry design and verification,TN Math 2021 PDF p.52,Draft—Head of School Review,Head of School,8
FF.G4.SCI.01,4,Grades 4–5,Science,Physical Science—Energy,Relate speed and energy,Use evidence to explain how an object’s speed relates to its energy.,I can use evidence to explain how changing speed changes an object’s energy.,How does motion provide evidence of energy?,Essential,4.PS3.1,Not Applicable,4-PS3-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 motion and forces,5.PS1 / advanced Grade 5 science pathway,Claim-evidence-reasoning from motion data,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.02,4,Grades 4–5,Science,Physical Science—Energy,Investigate collision energy,Investigate how speed affects changes during a collision.,I can plan and use a fair test to show how speed affects the result of a collision.,How does energy transfer during a collision?,Essential,4.PS3.2,Not Applicable,4-PS3-3,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 forces investigations,5.PS1 / advanced Grade 5 science pathway,Collision investigation report,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.03,4,Grades 4–5,Science,Physical Science—Energy,Transform stored energy,Describe how stored energy changes form for practical use in a system.,I can model how stored energy is converted to another form in a useful system.,How can energy change form to accomplish a task?,Essential,4.PS3.3,Not Applicable,4-PS3-4,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 forces and motion,5-PS1 and engineering applications,Energy-conversion model or device,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.04,4,Grades 4–5,Science,Physical Science—Waves,Model wave properties,Model amplitude and wavelength and explain wave addition or cancellation.,"I can use a model to describe amplitude, wavelength, and what happens when waves cross.",How can a model make an invisible wave pattern understandable?,Essential,4.PS4.1,Not Applicable,4-PS4-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 patterns,MS-PS4-1 extension after Grade 5 readiness,Wave model demonstration,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.05,4,Grades 4–5,Science,Physical Science—Light,Explain color and bending of light,Explain how available light and bending of light determine what humans see.,I can use evidence and a model to explain how light sources and bending affect what we see.,How does light make vision possible?,Essential,4.PS4.2,Not Applicable,4-PS4-2,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 observations of light,MS-PS4-2 extension after Grade 5 readiness,Light-path investigation and explanation,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.06,4,Grades 4–5,Science,Physical Science—Information Transfer,Investigate lenses and wave technologies,Investigate how lenses enhance senses and devices use waves to transmit information.,I can explain how lenses and digital devices use waves to help people see or communicate.,How do technologies use wave behavior to extend human abilities?,Essential,4.PS4.3,Not Applicable,4-PS4-3,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 communication technologies,MS-PS4-3 extension after Grade 5 readiness,Lens/device investigation or coded-message design,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.07,4,Grades 4–5,Science,Life Science—Ecosystems,Model matter flow in food webs,"Model the flow of matter from sunlight through producers, consumers, and decomposers.",I can model and explain how matter moves through a food web.,How are organisms connected through matter and energy?,Essential,4.LS2.1,Not Applicable,5-LS2-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 organism needs,5.LS2.1 and advanced Grade 5 science pathway,Food-web model with matter-flow explanation,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.08,4,Grades 4–5,Science,Life Science—Ecosystems,Explain stable ecosystem roles,Evaluate how organism roles interconnect and support needs in a stable food web.,"I can use evidence to explain how producers, consumers, and decomposers depend on one another.",What keeps a food web stable?,Essential,4.LS2.2,Not Applicable,5-LS2-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 habitats and survival,5.LS2.1 and advanced Grade 5 science pathway,Ecosystem role case analysis,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.09,4,Grades 4–5,Science,Life Science—Ecosystems,Predict effects of species changes,Use models to determine how adding or removing a species can affect ecosystem balance.,I can use a model to predict how an ecosystem changes when a species enters or leaves.,How can one population change affect an entire system?,Essential,4.LS2.3,Not Applicable,3-LS4-4,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 adaptation and survival,MS-LS2-4 extension after Grade 5 readiness,Species-change ecosystem simulation,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.10,4,Grades 4–5,Science,Life Science—Environmental Change,Analyze organism responses to change,"Analyze data to explain how environmental change affects survival, reproduction, and movement.",I can analyze data to explain different ways organisms respond to environmental change.,Why do organisms respond differently when environments change?,Essential,4.LS2.4,Not Applicable,3-LS4-4,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 inheritance and environment,MS-LS2-1/4 extension after Grade 5 readiness,Environmental-change data analysis,TN Science 2022 PDF p.41,Draft—Head of School Review,Head of School,8
FF.G4.SCI.11,4,Grades 4–5,Science,Life Science—Fossils,Use fossils as evidence of the past,Explain what fossils are and how they provide evidence about past environments and organisms.,I can use fossil evidence to describe an organism or environment from long ago.,How can remains from the past help reconstruct an environment?,Essential,4.LS4.1,Not Applicable,3-LS4-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 life cycles and variation,5.ESS / advanced Grade 5 science pathway,Fossil evidence museum label,TN Science 2022 PDF p.42,Draft—Head of School Review,Head of School,8
FF.G4.SCI.12,4,Grades 4–5,Science,Earth Science—Landscapes,Explain landscape change over time,Use evidence to explain how erosion and deposition alter landscapes and create landforms.,I can support a claim about how erosion and deposition change a landscape over time.,How can slow processes produce major changes?,Essential,4.ESS1.1,Not Applicable,4-ESS1-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 weather and land observations,5.ESS2 and advanced Grade 5 science pathway,Landscape sequence claim-evidence-reasoning,TN Science 2022 PDF p.42,Draft—Head of School Review,Head of School,8
FF.G4.SCI.13,4,Grades 4–5,Science,Earth Science—Geologic History,Order rock strata with fossil evidence,Use fossil location and rock layers to infer the relative order of strata.,I can use fossils and rock layers to determine which strata formed earlier or later.,How do layers preserve a timeline of Earth’s past?,Essential,4.ESS1.2,Not Applicable,4-ESS1-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 fossil evidence,MS-ESS1-4 extension after Grade 5 readiness,Rock-column reconstruction,TN Science 2022 PDF p.42,Draft—Head of School Review,Head of School,8
FF.G4.SCI.14,4,Grades 4–5,Science,Earth Science—Weathering & Erosion,Investigate weathering and transport,Collect and analyze evidence that materials break down and move through natural processes.,I can use observations and data to explain how rock and soil break apart and move.,What causes Earth materials to change location and form?,Essential,4.ESS2.1,Not Applicable,4-ESS2-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 water and land patterns,5.ESS2 and advanced Grade 5 science pathway,Weathering/erosion investigation,TN Science 2022 PDF p.42,Draft—Head of School Review,Head of School,8
FF.G4.SCI.15,4,Grades 4–5,Science,Earth Science—Earth Features,Analyze patterns in Earth features,"Use maps and reliable sources to identify patterns in mountains, trenches, volcanoes, and earthquakes.",I can analyze maps to identify and explain patterns in major Earth features and events.,What can spatial patterns reveal about Earth?,Essential,4.ESS2.2,Not Applicable,4-ESS2-2,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 map and pattern skills,MS-ESS2-2 extension after Grade 5 readiness,Layered map pattern analysis,TN Science 2022 PDF p.42,Draft—Head of School Review,Head of School,8
FF.G4.SCI.16,4,Grades 4–5,Science,Earth Science—Organisms & Land,Explain how organisms alter regions,Use examples to support a claim that organisms change physical characteristics of their environment.,I can support a claim about how an organism changes its physical environment.,How do living things act as agents of environmental change?,Essential,4.ESS2.3,Not Applicable,5-ESS2-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 organism-environment relationships,5.ESS2.1 and advanced Grade 5 pathway,Local example case study,TN Science 2022 PDF p.42,Draft—Head of School Review,Head of School,8
FF.G4.SCI.17,4,Grades 4–5,Science,Earth Science—Resources,Classify natural resources,"Describe how energy, fuels, and materials come from renewable and nonrenewable resources.",I can classify resources as renewable or nonrenewable and explain how people use them.,How do resource choices connect natural systems and human needs?,Essential,4.ESS3.1,Not Applicable,4-ESS3-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 human use of resources,5.ESS3 and advanced Grade 5 pathway,Resource-use infographic with evidence,TN Science 2022 PDF p.42,Draft—Head of School Review,Head of School,8
FF.G4.SCI.18,4,Grades 4–5,Science,Earth Science—Human Impact,Evaluate effects of human activity,Use research evidence to argue how human actions can affect land and ocean positively or negatively.,I can use research evidence to argue how a human activity affects land or ocean systems.,How can people reduce harm while meeting human needs?,Essential,4.ESS3.2,Not Applicable,4-ESS3-2,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 environmental solutions,5.ESS3 and advanced Grade 5 pathway,Evidence-based environmental position brief,TN Science 2022 PDF p.42,Draft—Head of School Review,Head of School,8
FF.G4.SCI.19,4,Grades 4–5,Science,Engineering Design,Test and compare design solutions,Evaluate solutions by testing and comparing performance against criteria and constraints.,I can test design solutions and use results to judge which best meets criteria and constraints.,How does evidence improve an engineering decision?,Essential,4.ETS1.1,Not Applicable,3-5-ETS1-3,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 define/design/test cycle,5.ETS and advanced Grade 5 pathway,Comparative design challenge,TN Science 2022 PDF p.42,Draft—Head of School Review,Head of School,8
FF.G4.SCI.20,4,Grades 4–5,Science,Technology & Society,Evaluate technology improvement,"Explain how technologies are designed or improved to increase benefits, reduce risks, and meet needs.","I can explain how a technology was improved to increase benefits, reduce risks, or meet a need.",How should society judge whether a technology is an improvement?,Essential,4.ETS2.1,Not Applicable,3-5-ETS1-1,B1; B2; C2; D1; D2; D4,Direct,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",Grade 3 technology-purpose connections,5.ETS and advanced Grade 5 pathway,Technology redesign case study,TN Science 2022 PDF p.43,Draft—Head of School Review,Head of School,8
FF.G4.SS.01,4,Grades 4–5,Social Studies,Social Studies Practices,Gather inquiry sources,"Gather relevant information from varied primary and secondary sources, including print, artifacts, graphics, media, technology, and oral history.",I can gather useful primary and secondary sources for a focused historical question.,Which sources can help answer a historical question?,Essential,SSP.01,CCSS.ELA-LITERACY.RI.4.7; CCSS.ELA-LITERACY.W.4.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 3 inquiry and source gathering,Grade 5 independent source selection,Inquiry source set with relevance notes,TN Social Studies 2024 PDF p.55,Draft—Head of School Review,Head of School,9
FF.G4.SS.02,4,Grades 4–5,Social Studies,Social Studies Practices,Critically examine sources,"Summarize, distinguish fact from opinion, infer, and evaluate purpose, viewpoint, and reliability.","I can examine a source for key ideas, fact and opinion, inference, purpose, viewpoint, and reliability.",How do we decide what a source can reliably tell us?,Essential,SSP.02,CCSS.ELA-LITERACY.RI.4.1; CCSS.ELA-LITERACY.RI.4.6; CCSS.ELA-LITERACY.RI.4.8,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 3 source observation,Grade 5 corroboration and sourcing,Annotated primary-source analysis,TN Social Studies 2024 PDF p.55,Draft—Head of School Review,Head of School,10
FF.G4.SS.03,4,Grades 4–5,Social Studies,Social Studies Practices,Organize and compare evidence,"Organize data, compare accounts, recognize differences, and generate further questions.",I can organize and compare evidence from multiple sources and identify questions that remain.,How can differences among sources improve an investigation?,Essential,SSP.03,CCSS.ELA-LITERACY.RI.4.9; CCSS.ELA-LITERACY.W.4.8,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 3 compare sources,Grade 5 multi-source synthesis,Source comparison matrix and next-question memo,TN Social Studies 2024 PDF p.55,Draft—Head of School Review,Head of School,9
FF.G4.SS.04,4,Grades 4–5,Social Studies,Social Studies Practices,Communicate evidence-based conclusions,"Defend ideas with evidence, compare viewpoints, explain cause/effect, predict outcomes, and practice civil discourse.",I can communicate and defend a conclusion with evidence while responding respectfully to other viewpoints.,How should evidence and civic discourse shape a conclusion?,Essential,SSP.04,CCSS.ELA-LITERACY.W.4.1; CCSS.ELA-LITERACY.SL.4.1; CCSS.ELA-LITERACY.SL.4.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 3 evidence-based communication,Grade 5 sustained historical argument,Civic seminar or evidence-based presentation,TN Social Studies 2024 PDF p.56,Draft—Head of School Review,Head of School,10
FF.G4.SS.05,4,Grades 4–5,Social Studies,Social Studies Practices,Develop historical awareness,"Analyze continuity, change, context, and how accounts of the past change over time.",I can explain continuity and change and interpret an event within its historical context.,How does context influence what people did and how history is told?,Essential,SSP.05,CCSS.ELA-LITERACY.RI.4.6; CCSS.ELA-LITERACY.RI.4.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 3 chronology and perspectives,Grade 5 historical causation and context,Then-and-now analysis with contextual evidence,TN Social Studies 2024 PDF p.56,Draft—Head of School Review,Head of School,9
FF.G4.SS.06,4,Grades 4–5,Social Studies,Social Studies Practices,Develop geographic awareness,"Use maps and spatial reasoning to analyze relationships among people, resources, regions, and environments.","I can select and interpret maps to explain relationships among people, resources, and environments.",How does geography shape choices and historical outcomes?,Essential,SSP.06,CCSS.ELA-LITERACY.RI.4.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 3 map features and human-environment interaction,Grade 5 Tennessee and world geography,Geographic argument using two maps,TN Social Studies 2024 PDF p.56,Draft—Head of School Review,Head of School,8
FF.G4.SS.07,4,Grades 4–5,Social Studies,U.S. Before the Civil War,Analyze sectional conflict and enslavement,"Analyze regional differences, the national conflict over enslavement, lived experiences, abolitionist approaches, and the election of 1860.",I can use evidence to explain how sectional differences and conflict over enslavement contributed to the Civil War.,Why did sectional conflict become a national crisis?,Essential,4.01; 4.02; 4.03; 4.04; 4.05,CCSS.ELA-LITERACY.RI.4.1; CCSS.ELA-LITERACY.RI.4.9; CCSS.ELA-LITERACY.W.4.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 3 expansion and industrial change,Grade 5 Tennessee history and geographic context,Sectional perspectives evidence portfolio,TN Social Studies 2024 PDF pp.57–58,Draft—Head of School Review,Head of School,14
FF.G4.SS.08,4,Grades 4–5,Social Studies,Civil War,"Explain causes, strategies, leadership, and turning points","Evaluate secession, border states, geographic strategy, leaders, contributions, battles, emancipation, and the Gettysburg Address.","I can explain how geography, leadership, strategy, and key events shaped the Civil War.",Which factors most influenced the course of the Civil War?,Essential,4.06; 4.07; 4.08; 4.09; 4.10; 4.11; 4.12; 4.13,CCSS.ELA-LITERACY.RI.4.3; CCSS.ELA-LITERACY.RI.4.7; CCSS.ELA-LITERACY.W.4.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Antebellum conflict competency,Grade 5 Tennessee Civil War connections,Annotated campaign map and turning-point defense,TN Social Studies 2024 PDF p.59,Draft—Head of School Review,Head of School,17
FF.G4.SS.09,4,Grades 4–5,Social Studies,Reconstruction,Evaluate consequences and Reconstruction,"Analyze postwar consequences, Lincoln’s assassination, constitutional amendments, competing plans, and the end of Reconstruction.","I can evaluate the successes, limits, and lasting consequences of Reconstruction.",To what extent did Reconstruction transform rights and citizenship?,Essential,4.14; 4.15; 4.16; 4.17; 4.18,CCSS.ELA-LITERACY.RI.4.1; CCSS.ELA-LITERACY.RI.4.9; CCSS.ELA-LITERACY.W.4.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Civil War course and outcomes,Grade 5 Tennessee Reconstruction and civics,Reconstruction scorecard with evidence,TN Social Studies 2024 PDF p.60,Draft—Head of School Review,Head of School,14
FF.G4.SS.10,4,Grades 4–5,Social Studies,Industrialization & Great Plains,"Explain settlement, innovation, industry, and labor","Analyze Great Plains settlement, transportation and inventions, industrial capitalism, working conditions, labor unions, entrepreneurs, and inventors.","I can explain how settlement, technology, business, and labor changed U.S. society after the Civil War.",Who benefited—and who faced new challenges—as the nation industrialized?,Essential,4.19; 4.20; 4.21; 4.22; 4.23; 4.24,CCSS.ELA-LITERACY.RI.4.3; CCSS.ELA-LITERACY.RI.4.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Reconstruction and westward context,Grade 5 Tennessee economic/geographic development,Industrial-era stakeholder exhibition,TN Social Studies 2024 PDF p.61,Draft—Head of School Review,Head of School,14
FF.G4.SS.11,4,Grades 4–5,Social Studies,Gilded Age & Progressive Era,"Analyze immigration, expansion, and reform","Examine immigration experiences, the Spanish-American War, and Progressive reform goals and achievements.","I can compare how immigration, overseas expansion, and reform changed the United States.",How did Americans respond to the opportunities and problems of a changing nation?,Essential,4.25; 4.26; 4.27,CCSS.ELA-LITERACY.RI.4.6; CCSS.ELA-LITERACY.RI.4.9; CCSS.ELA-LITERACY.W.4.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core ELA standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Industrialization competency,"Grade 5 civic, economic, and migration connections",Reform-era inquiry with multiple perspectives,TN Social Studies 2024 PDF pp.61–62,Draft—Head of School Review,Head of School,12
