Grade 6 Forge Standards Framework,,,,,,,,,,,,,,,,,,,,,,,
"Competency-sized outcomes with explicit source alignment, evidence expectations, and vertical progression. Filterable working draft.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Forge Standard ID,Grade,Grade Band,Subject,Domain / Strand,Forge Standard,Description,Learning Target — I Can,Essential Question,Priority,Tennessee Standard(s),Common Core,NGSS,NSQ Online Course,TN Alignment,National Alignment,Alignment Rationale,Prerequisite Anchor,Next / Acceleration Anchor,Suggested Evidence / Performance Task,Source Document / Page,Review Status,Final Approver,Crosswalk Links
FF.G6.MATH.12,6,Grades 6–8,Mathematics,Expressions & Equations,Use whole-number exponents,Write and evaluate numerical expressions involving whole-number exponents.,I can write and evaluate numerical expressions involving whole-number exponents.,How can use whole-number exponents be used accurately to solve and explain a meaningful problem?,Essential,6.EE.A.1,CCSS.MATH.CONTENT.6.EE.A.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,5.NBT.A.2 powers of ten,7.EE.A equivalent expressions,Exponent model and evaluated expression,TN Math 2021 PDF p.67,Draft—Head of School Review,Head of School,8
FF.G6.MATH.13,6,Grades 6–8,Mathematics,Expressions & Equations,"Write, read, and evaluate variable expressions","Translate situations into expressions, identify expression parts, and evaluate formulas and expressions for given variable values.","I can translate situations into expressions, identify expression parts, and evaluate formulas and expressions for given variable values.","How can write, read, and evaluate variable expressions be used accurately to solve and explain a meaningful problem?",Essential,6.EE.A.2,CCSS.MATH.CONTENT.6.EE.A.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,5.OA.A.1–2 numerical expressions,7.EE.B multi-step equations and inequalities,"Expression translation, vocabulary annotation, and evaluation",TN Math 2021 PDF p.67,Draft—Head of School Review,Head of School,8
FF.G6.MATH.14,6,Grades 6–8,Mathematics,Expressions & Equations,Generate equivalent expressions,"Apply properties of operations, especially the distributive property, to generate equivalent expressions.","I can apply properties of operations, especially the distributive property, to generate equivalent expressions.",How can generate equivalent expressions be used accurately to solve and explain a meaningful problem?,Essential,6.EE.A.3,CCSS.MATH.CONTENT.6.EE.A.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,5.OA expression structure and 6.NS.B.4 factoring,7.EE.A.1–2 equivalent expressions,Equivalent-expression proof using models and properties,TN Math 2021 PDF p.67,Draft—Head of School Review,Head of School,8
FF.G6.MATH.15,6,Grades 6–8,Mathematics,Expressions & Equations,Identify equivalent expressions,Determine whether expressions name the same value for every permissible substitution and justify equivalence.,I can determine whether expressions name the same value for every permissible substitution and justify equivalence.,How can identify equivalent expressions be used accurately to solve and explain a meaningful problem?,Essential,6.EE.A.4,CCSS.MATH.CONTENT.6.EE.A.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,6.EE.A.3 properties of operations,7.EE.A.2 rewriting expressions,Substitution test and property-based equivalence explanation,TN Math 2021 PDF p.67,Draft—Head of School Review,Head of School,8
FF.G6.MATH.16,6,Grades 6–8,Mathematics,Expressions & Equations,Interpret solutions to equations and inequalities,Use substitution to determine whether a value makes an equation or inequality true.,I can use substitution to determine whether a value makes an equation or inequality true.,How can interpret solutions to equations and inequalities be used accurately to solve and explain a meaningful problem?,Essential,6.EE.B.5,CCSS.MATH.CONTENT.6.EE.B.5,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,Grade 5 unknowns in numerical expressions,7.EE.B.3–4 multi-step equations and inequalities,Solution-testing task with written justification,TN Math 2021 PDF p.68,Draft—Head of School Review,Head of School,8
FF.G6.MATH.17,6,Grades 6–8,Mathematics,Expressions & Equations,Use variables to represent quantities,Use variables to represent unknown or varying numbers and write expressions for real-world and mathematical problems.,I can use variables to represent unknown or varying numbers and write expressions for real-world and mathematical problems.,How can use variables to represent quantities be used accurately to solve and explain a meaningful problem?,Essential,6.EE.B.6,CCSS.MATH.CONTENT.6.EE.B.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,5.OA.A.2 expression representation,7.EE.B.3–4 equations and inequalities,Variable-expression model for an authentic situation,TN Math 2021 PDF p.68,Draft—Head of School Review,Head of School,8
FF.G6.MATH.18,6,Grades 6–8,Mathematics,Expressions & Equations,Solve one-step equations,"Write and solve one-step addition, subtraction, multiplication, and division equations with nonnegative rational numbers.","I can write and solve one-step addition, subtraction, multiplication, and division equations with nonnegative rational numbers.",How can solve one-step equations be used accurately to solve and explain a meaningful problem?,Essential,6.EE.B.7,CCSS.MATH.CONTENT.6.EE.B.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,Grade 5 arithmetic and unknown quantities,7.EE.B.4 equations and inequalities,"Context equation, solution, and inverse-operation explanation",TN Math 2021 PDF p.68,Draft—Head of School Review,Head of School,8
FF.G6.MATH.19,6,Grades 6–8,Mathematics,Expressions & Equations,Represent and solve inequalities,"Write inequalities for constraints, recognize infinitely many solutions, and graph solution sets on number lines.","I can write inequalities for constraints, recognize infinitely many solutions, and graph solution sets on number lines.",How can represent and solve inequalities be used accurately to solve and explain a meaningful problem?,Essential,6.EE.B.8,CCSS.MATH.CONTENT.6.EE.B.8,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,6.NS.C.7 rational-number order,7.EE.B.4 two-step inequalities,"Constraint scenario, inequality, graph, and interpretation",TN Math 2021 PDF p.68,Draft—Head of School Review,Head of School,8
FF.G6.MATH.20,6,Grades 6–8,Mathematics,Expressions & Equations,Model dependent and independent variables,"Write an equation for related quantities and analyze the relationship using tables, graphs, and equations.","I can write an equation for related quantities and analyze the relationship using tables, graphs, and equations.",How can model dependent and independent variables be used accurately to solve and explain a meaningful problem?,Essential,6.EE.C.9,CCSS.MATH.CONTENT.6.EE.C.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,5.OA.B.3 related patterns and graphs,7.RP.A.2 proportional relationships,Multi-representation model of two changing quantities,TN Math 2021 PDF p.68,Draft—Head of School Review,Head of School,8
FF.G6.MATH.21,6,Grades 6–8,Mathematics,Geometry,Find areas of triangles and polygons,"Compose and decompose shapes to find areas of triangles, quadrilaterals, and polygons in real-world problems.","I can compose and decompose shapes to find areas of triangles, quadrilaterals, and polygons in real-world problems.",How can find areas of triangles and polygons be used accurately to solve and explain a meaningful problem?,Essential,6.G.A.1,CCSS.MATH.CONTENT.6.G.A.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,Grade 5 area and shape classification,7.G.B.4–6 area and geometric problem solving,Scale drawing or land-use area plan with decomposition,TN Math 2021 PDF p.68,Draft—Head of School Review,Head of School,8
FF.G6.MATH.22,6,Grades 6–8,Mathematics,Geometry,Find volume with fractional edge lengths,Use unit cubes and the formulas V = lwh and V = Bh to find volumes of right rectangular prisms with fractional edges.,I can use unit cubes and the formulas V = lwh and V = Bh to find volumes of right rectangular prisms with fractional edges.,How can find volume with fractional edge lengths be used accurately to solve and explain a meaningful problem?,Essential,6.G.A.2,CCSS.MATH.CONTENT.6.G.A.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,5.MD.C.3–5 whole-number volume,7.G volume and scale applications,Fractional-dimension prism model and calculation,TN Math 2021 PDF p.68,Draft—Head of School Review,Head of School,8
FF.G6.MATH.23,6,Grades 6–8,Mathematics,Geometry,Draw coordinate polygons and find side lengths,Draw polygons from vertex coordinates and find horizontal or vertical side lengths in real-world problems.,I can draw polygons from vertex coordinates and find horizontal or vertical side lengths in real-world problems.,How can draw coordinate polygons and find side lengths be used accurately to solve and explain a meaningful problem?,Essential,6.G.A.3,CCSS.MATH.CONTENT.6.G.A.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,6.NS.C.8 coordinate distance,7.G.A scale drawings and transformations,Coordinate-polygon design with dimension calculations,TN Math 2021 PDF p.69,Draft—Head of School Review,Head of School,8
FF.G6.MATH.24,6,Grades 6–8,Mathematics,Geometry,Use nets to find surface area,Represent three-dimensional figures with rectangle-and-triangle nets and use the nets to find surface area.,I can represent three-dimensional figures with rectangle-and-triangle nets and use the nets to find surface area.,How can use nets to find surface area be used accurately to solve and explain a meaningful problem?,Essential,6.G.A.4,CCSS.MATH.CONTENT.6.G.A.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,5.MD.C volume and two-dimensional area,7.G.B.6 surface area applications,Package net design with surface-area calculation,TN Math 2021 PDF p.69,Draft—Head of School Review,Head of School,8
FF.G6.MATH.25,6,Grades 6–8,Mathematics,Statistics & Probability,Recognize statistical questions,Distinguish statistical questions by whether they anticipate variability in the data.,I can distinguish statistical questions by whether they anticipate variability in the data.,How can recognize statistical questions be used accurately to solve and explain a meaningful problem?,Essential,6.SP.A.1,CCSS.MATH.CONTENT.6.SP.A.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,Grade 5 line-plot questions,7.SP.A representative samples,Question-sort and revised statistical investigation question,TN Math 2021 PDF p.69,Draft—Head of School Review,Head of School,8
FF.G6.MATH.26,6,Grades 6–8,Mathematics,Statistics & Probability,Describe data distributions,"Describe a data distribution by its center, range, and overall shape.","I can describe a data distribution by its center, range, and overall shape.",How can describe data distributions be used accurately to solve and explain a meaningful problem?,Essential,6.SP.A.2,CCSS.MATH.CONTENT.6.SP.A.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,5.MD.B.2 line-plot interpretation,7.SP.B comparing distributions,Distribution description using a real data set,TN Math 2021 PDF p.69,Draft—Head of School Review,Head of School,8
FF.G6.MATH.27,6,Grades 6–8,Mathematics,Statistics & Probability,Interpret measures of center and variation,"Explain how mean, median, or mode summarizes center and how range summarizes variation.","I can explain how mean, median, or mode summarizes center and how range summarizes variation.",How can interpret measures of center and variation be used accurately to solve and explain a meaningful problem?,Essential,6.SP.A.3,CCSS.MATH.CONTENT.6.SP.A.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,6.SP.A.2 distribution features,7.SP.B.4 comparative measures,Center-and-variation analysis with interpretation,TN Math 2021 PDF p.69,Draft—Head of School Review,Head of School,8
FF.G6.MATH.28,6,Grades 6–8,Mathematics,Statistics & Probability,Display numerical data,"Display one numerical data set using dot plots, box plots, pie charts, and stem plots.","I can display one numerical data set using dot plots, box plots, pie charts, and stem plots.",How can display numerical data be used accurately to solve and explain a meaningful problem?,Essential,6.SP.B.4,CCSS.MATH.CONTENT.6.SP.B.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,Grade 5 line plots,7.SP.B comparing distributions,Create and compare appropriate displays for one data set,TN Math 2021 PDF p.69,Draft—Head of School Review,Head of School,8
FF.G6.MATH.29,6,Grades 6–8,Mathematics,Statistics & Probability,Summarize numerical data in context,"Report observations, measurement units, center, range, pattern, and a context-appropriate choice of summary measures.","I can report observations, measurement units, center, range, pattern, and a context-appropriate choice of summary measures.",How can summarize numerical data in context be used accurately to solve and explain a meaningful problem?,Essential,6.SP.B.5,CCSS.MATH.CONTENT.6.SP.B.5,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,6.SP.A.1–4 statistical questions and displays,7.SP.B.3–4 informal comparative inference,Statistical investigation report with justified summary measures,TN Math 2021 PDF p.69,Draft—Head of School Review,Head of School,8
FF.G6.SCI.01,6,Grades 6–8,Science,Physical Science—Energy,Track energy conservation and transfer,"Analyze energy sources in a system and use evidence that energy is conserved during transfers among kinetic, potential, chemical, and thermal forms.","I can analyze energy sources in a system and use evidence that energy is conserved during transfers among kinetic, potential, chemical, and thermal forms.",What evidence or model can explain track energy conservation and transfer?,Essential,6.PS3.1,Not Applicable,MS-PS3-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,"Grade 5 forces, motion, and matter",7.PS3 thermal energy and chemical processes,Energy-accounting model with evidence from a system,TN Science 2022 PDF p.51; NGSS MS-PS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.02,6,Grades 6–8,Science,Physical Science—Energy,Model sound and thermal energy transfer,"Use a model to show how sound or thermal energy transfer by conduction, convection, or radiation can change a system.","I can use a model to show how sound or thermal energy transfer by conduction, convection, or radiation can change a system.",What evidence or model can explain model sound and thermal energy transfer?,Essential,6.PS3.2,Not Applicable,MS-PS3-4,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 force-driven patterns and measurement,7.PS3 quantitative energy transfer,Comparative energy-transfer model and explanation,TN Science 2022 PDF p.51; NGSS MS-PS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.03,6,Grades 6–8,Science,Life Science—Ecosystems,Evaluate resource effects on populations,Use data to evaluate and communicate how living and nonliving environmental variables affect population size.,I can use data to evaluate and communicate how living and nonliving environmental variables affect population size.,What evidence or model can explain evaluate resource effects on populations?,Essential,6.LS2.1,Not Applicable,MS-LS2-1,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 organism traits and survival,7.LS2 matter cycling and 8.LS4 population change,Population-data analysis with cause-and-effect claim,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.04,6,Grades 6–8,Science,Life Science—Ecosystems,Predict organism interactions,"Explain and predict patterns of competitive, symbiotic, and predatory interactions across ecosystems.","I can explain and predict patterns of competitive, symbiotic, and predatory interactions across ecosystems.",What evidence or model can explain predict organism interactions?,Essential,6.LS2.2,Not Applicable,MS-LS2-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 variation and environmental influence,7.LS2 ecosystem matter cycling,Cross-ecosystem interaction model and prediction,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.05,6,Grades 6–8,Science,Life Science—Ecosystems,Model energy transfer through food webs,Use food-web and energy-pyramid models to explain energy transfer in ecosystems.,I can use food-web and energy-pyramid models to explain energy transfer in ecosystems.,What evidence or model can explain model energy transfer through food webs?,Essential,6.LS2.3,Not Applicable,MS-LS2-3,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 food chains and ecosystem roles,7.LS2 cycling of matter and energy,Food-web and energy-pyramid model with transfer explanation,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.06,6,Grades 6–8,Science,Life Science—Ecosystems,Use patterns to assess ecosystem health,Use abiotic and biotic patterns in terrestrial and aquatic ecosystems as measures of ecosystem health.,I can use abiotic and biotic patterns in terrestrial and aquatic ecosystems as measures of ecosystem health.,What evidence or model can explain use patterns to assess ecosystem health?,Essential,6.LS2.4,Not Applicable,MS-LS2-4; MS-LS2-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.LS2.1–3 population interactions and energy flow,8.LS4 biodiversity change and selection,Ecosystem health dashboard with evidence-based interpretation,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,9
FF.G6.SCI.07,6,Grades 6–8,Science,Life Science—Ecosystems,Mitigate invasive-species impacts,Analyze evidence about an invasive species in Tennessee and design a solution to reduce its impact on native populations.,I can analyze evidence about an invasive species in Tennessee and design a solution to reduce its impact on native populations.,What evidence or model can explain mitigate invasive-species impacts?,Essential,6.LS2.5,Not Applicable,MS-LS2-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.LS2.1–4 population and ecosystem health,8.LS4 biodiversity and human influence,Tennessee invasive-species management proposal,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.08,6,Grades 6–8,Science,Life Science—Biodiversity,Explain biodiversity’s value to people,"Explain how changes in biodiversity affect human resources and ecosystem services such as clean water, pollination, and waste decomposition.","I can explain how changes in biodiversity affect human resources and ecosystem services such as clean water, pollination, and waste decomposition.",What evidence or model can explain explain biodiversity’s value to people?,Essential,6.LS4.1,Not Applicable,MS-LS2-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 survival advantages of variation,8.LS4 biodiversity and natural selection,Biodiversity-services case study with evidence,TN Science 2022 PDF p.51; NGSS MS-LS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.09,6,Grades 6–8,Science,Earth Science—Convection,Diagram ocean and atmosphere convection,Diagram how uneven heating of Earth drives convection patterns in oceans and the atmosphere.,I can diagram how uneven heating of Earth drives convection patterns in oceans and the atmosphere.,What evidence or model can explain diagram ocean and atmosphere convection?,Essential,6.ESS2.1,Not Applicable,MS-ESS2-6,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 sun-Earth energy patterns,8.ESS2 large-scale Earth processes,Convection system diagram with energy-flow explanation,TN Science 2022 PDF p.51; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.10,6,Grades 6–8,Science,Earth Science—Ocean Circulation,Explain global ocean circulation,Use evidence to explain how solar heating and salinity differences drive ocean convection and global water movement.,I can use evidence to explain how solar heating and salinity differences drive ocean convection and global water movement.,What evidence or model can explain explain global ocean circulation?,Essential,6.ESS2.2,Not Applicable,MS-ESS2-6,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.ESS2.1 convection patterns,8.ESS2 Earth-system interactions,Ocean-circulation model supported by temperature and salinity data,TN Science 2022 PDF p.52; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.11,6,Grades 6–8,Science,Earth Science—Climate,Explain regional climate patterns,"Explain how atmospheric flow, geographic features, and ocean currents affect regional climate through heat transfer.","I can explain how atmospheric flow, geographic features, and ocean currents affect regional climate through heat transfer.",What evidence or model can explain explain regional climate patterns?,Essential,6.ESS2.3,Not Applicable,MS-ESS2-6,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.ESS2.1–2 atmospheric and ocean circulation,7.ESS3 and 8.ESS2 Earth-system analysis,Regional climate comparison using maps and data,TN Science 2022 PDF p.52; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.12,6,Grades 6–8,Science,Earth Science—Water Cycle,Model the water cycle as an Earth system,Develop a model of water cycling through Earth’s systems driven by solar energy and gravity.,I can develop a model of water cycling through Earth’s systems driven by solar energy and gravity.,What evidence or model can explain model the water cycle as an earth system?,Essential,6.ESS2.4,Not Applicable,MS-ESS2-4,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 Earth-sun patterns,7.ESS2 cycling of matter and 8.ESS2 systems,Water-cycle system model with energy and gravity pathways,TN Science 2022 PDF p.52; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.13,6,Grades 6–8,Science,Earth Science—Human and Organism Impacts,"Analyze changes to water, landform, and atmospheric systems","Analyze data to determine how humans and other organisms affect the water cycle, landforms, and atmospheric systems.","I can analyze data to determine how humans and other organisms affect the water cycle, landforms, and atmospheric systems.","What evidence or model can explain analyze changes to water, landform, and atmospheric systems?",Essential,6.ESS2.5,Not Applicable,MS-ESS3-4,B1; B2; C2; D1; D2; D4,Direct,Supporting,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.ESS2.4 water-cycle systems,7.ESS3 and 8.ESS3 human impacts,Earth-system impact analysis using a local or regional data set,TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.14,6,Grades 6–8,Science,Earth Science—Climate,Model the greenhouse effect,Develop a model explaining how greenhouse gases regulate Earth’s average surface temperature and help keep the planet habitable.,I can develop a model explaining how greenhouse gases regulate Earth’s average surface temperature and help keep the planet habitable.,What evidence or model can explain model the greenhouse effect?,Essential,6.ESS2.6,Not Applicable,MS-ESS3-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.ESS2.1–3 heat transfer and climate,8.ESS3 climate evidence and human influence,Greenhouse-effect model and evidence-based explanation,TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.15,6,Grades 6–8,Science,Earth Science—Weather,Use air-mass data to predict weather,Collect data showing how air-mass interactions change local weather and use the data to predict probable patterns.,I can collect data showing how air-mass interactions change local weather and use the data to predict probable patterns.,What evidence or model can explain use air-mass data to predict weather?,Essential,6.ESS2.7,Not Applicable,MS-ESS2-5,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 pattern-based prediction,8.ESS2 weather and climate systems,"Local weather-data log, forecast, and accuracy reflection",TN Science 2022 PDF p.52; NGSS MS-ESS2,Draft—Head of School Review,Head of School,8
FF.G6.SCI.16,6,Grades 6–8,Science,Earth Science—Resources,Evaluate natural-resource sustainability,"Use data to explain natural-resource consumption, sustainability, and resulting impacts on Earth’s systems.","I can use data to explain natural-resource consumption, sustainability, and resulting impacts on Earth’s systems.",What evidence or model can explain evaluate natural-resource sustainability?,Essential,6.ESS3.1,Not Applicable,MS-ESS3-4,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 resource use and human impact,7.ESS3 and 8.ESS3 resource and climate decisions,Resource-use data analysis and sustainability recommendation,TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.17,6,Grades 6–8,Science,Earth Science—Energy Technology,Compare renewable and alternative energy technologies,Investigate and compare existing and emerging technologies that use renewable and alternative energy resources.,I can investigate and compare existing and emerging technologies that use renewable and alternative energy resources.,What evidence or model can explain compare renewable and alternative energy technologies?,Essential,6.ESS3.2,Not Applicable,MS-ESS3-3,B1; B2; C2; D1; D2; D4,Direct,Supporting,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 5 engineering tests and measurement,7.ETS and 8.ESS3 technology evaluation,"Technology comparison using criteria, evidence, and tradeoffs",TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,8
FF.G6.SCI.18,6,Grades 6–8,Science,Earth Science—Human Impact,Communicate biosphere impacts and conservation responses,"Evaluate and communicate impacts of human activities on the biosphere, including conservation, habitat management, endangerment, and extinction.","I can evaluate and communicate impacts of human activities on the biosphere, including conservation, habitat management, endangerment, and extinction.",What evidence or model can explain communicate biosphere impacts and conservation responses?,Essential,6.ESS3.3,Not Applicable,MS-ESS3-3; MS-ESS3-4,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,6.LS2 ecosystem health and invasive species,8.LS4 and 8.ESS3 biodiversity and human impact,Biosphere impact briefing with evidence and response options,TN Science 2022 PDF p.52; NGSS MS-ESS3,Draft—Head of School Review,Head of School,9
FF.G6.SCI.19,6,Grades 6–8,Science,Engineering Design,Design solutions that maintain biodiversity,"Design, evaluate, and improve a solution for maintaining ecosystem biodiversity.","I can design, evaluate, and improve a solution for maintaining ecosystem biodiversity.",What evidence or model can explain design solutions that maintain biodiversity?,Essential,6.ETS1.1,Not Applicable,MS-LS2-5; MS-ETS1-1,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.ETS1 prototype testing and redesign,7.ETS and 8.ETS optimization,"Biodiversity design challenge with criteria, test evidence, and iteration",TN Science 2022 PDF p.52; NGSS MS-LS2/MS-ETS1,Draft—Head of School Review,Head of School,9
FF.G6.SCI.20,6,Grades 6–8,Science,Engineering Design,Design devices that control thermal transfer,"Design, construct, and test a device that minimizes or maximizes thermal energy transfer by combining solution elements.","I can design, construct, and test a device that minimizes or maximizes thermal energy transfer by combining solution elements.",What evidence or model can explain design devices that control thermal transfer?,Essential,6.ETS1.2,Not Applicable,MS-PS3-3; MS-ETS1-3,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.ETS1 controlled prototype testing,7.PS3 and 8.ETS quantitative optimization,"Thermal-device prototype, test data, redesign, and presentation",TN Science 2022 PDF p.52; NGSS MS-PS3/MS-ETS1,Draft—Head of School Review,Head of School,9
FF.G6.SS.01,6,Grades 6–8,Social Studies,Social Studies Practices,Gather inquiry sources,"Collect relevant information from varied primary and secondary sources, including print, artifacts, graphics, media, technology, and oral history.","I can collect relevant information from varied primary and secondary sources, including print, artifacts, graphics, media, technology, and oral history.","How does gather inquiry sources deepen understanding of people, place, and change over time?",Essential,SSP.01,CCSS.ELA-LITERACY.RH.6-8.1; CCSS.ELA-LITERACY.RH.6-8.7; CCSS.ELA-LITERACY.WHST.6-8.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 5 inquiry and source gathering,Grade 7 independent source selection and corroboration,Inquiry source set with relevance and provenance notes,TN Social Studies 2024 PDF pp.81–82,Draft—Head of School Review,Head of School,10
