Forge Standard ID,Grade,Grade Band,Subject,Domain / Strand,Forge Standard,Description,Learning Target — I Can,Essential Question,Priority,Tennessee Standard(s),Common Core,NGSS,NSQ Online Course,TN Alignment,National Alignment,Alignment Rationale,Prerequisite Anchor,Next / Acceleration Anchor,Suggested Evidence / Performance Task,Source Document / Page,Review Status,Final Approver,Crosswalk Links
FF.G5.ELA.15,5,Grades 4–5,English Language Arts,Reading Range,Read and comprehend Grade 5 literature and information,Independently and proficiently comprehend an appropriate range of Grade 5 literary and informational texts.,I can independently and proficiently comprehend an appropriate range of Grade 5 literary and informational texts.,"How does read and comprehend grade 5 literature and information help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.RL.RRTC.10; 5.RI.RRTC.10,CCSS.ELA-LITERACY.RL.5.10; CCSS.ELA-LITERACY.RI.5.10,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for read and comprehend grade 5 literature and information.,Grade 4 text complexity and stamina,"Grade 6 text complexity, evidence, and independence",Reading portfolio with conferences across genres,TN ELA PDF p.42; CCSS ELA Grade 5 RL/RI,Draft—Head of School Review,Head of School,10
FF.G5.ELA.16,5,Grades 4–5,English Language Arts,Speaking and Listening,Collaborate and evaluate spoken information,"Prepare for discussions, follow agreed norms, build on others’ ideas, summarize information, and evaluate a speaker’s reasons and evidence.","I can prepare for discussions, follow agreed norms, build on others’ ideas, summarize information, and evaluate a speaker’s reasons and evidence.","How does collaborate and evaluate spoken information help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.SL.CC.1; 5.SL.CC.2; 5.SL.CC.3,CCSS.ELA-LITERACY.SL.5.1; CCSS.ELA-LITERACY.SL.5.2; CCSS.ELA-LITERACY.SL.5.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for collaborate and evaluate spoken information.,Grade 4 prepared discussion and paraphrasing,Grade 6 discussion leadership and argument evaluation,Recorded seminar with self-reflection and evidence notes,TN ELA PDF pp.45–48; CCSS ELA Grade 5 SL,Draft—Head of School Review,Head of School,12
FF.G5.ELA.17,5,Grades 4–5,English Language Arts,Speaking and Listening,"Present clearly with evidence, media, and register","Present a topic, text, or opinion in logical sequence, use multimedia purposefully, and adapt speech to context.","I can present a topic, text, or opinion in logical sequence, use multimedia purposefully, and adapt speech to context.","How does present clearly with evidence, media, and register help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.SL.PKI.4; 5.SL.PKI.5; 5.SL.PKI.6,CCSS.ELA-LITERACY.SL.5.4; CCSS.ELA-LITERACY.SL.5.5; CCSS.ELA-LITERACY.SL.5.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 5 expectations are directly aligned for present clearly with evidence, media, and register.",Grade 4 organized presentation and purposeful media,"Grade 6 claims, findings, and formal register",Live or recorded presentation with evidence and purposeful visual support,TN ELA PDF pp.49–51; CCSS ELA Grade 5 SL,Draft—Head of School Review,Head of School,12
FF.G5.ELA.18,5,Grades 4–5,English Language Arts,Writing,Write evidence-based opinions,"Write a clear opinion supported by logically ordered reasons, facts, details, linking language, and a conclusion.","I can write a clear opinion supported by logically ordered reasons, facts, details, linking language, and a conclusion.","How does write evidence-based opinions help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.W.TTP.1,CCSS.ELA-LITERACY.W.5.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for write evidence-based opinions.,Grade 4 opinion writing,Grade 6 argument writing with claims and relevant evidence,Published opinion piece with source-based evidence,TN ELA PDF pp.55–57; CCSS ELA Grade 5 W,Draft—Head of School Review,Head of School,8
FF.G5.ELA.19,5,Grades 4–5,English Language Arts,Writing,Write informative explanations,"Develop a topic with facts, definitions, quotations, examples, precise language, transitions, formatting, and a conclusion.","I can develop a topic with facts, definitions, quotations, examples, precise language, transitions, formatting, and a conclusion.","How does write informative explanations help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.W.TTP.2,CCSS.ELA-LITERACY.W.5.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for write informative explanations.,Grade 4 informative writing,Grade 6 analysis and organization of relevant content,Multimodal explanatory article with cited sources,TN ELA PDF pp.58–60; CCSS ELA Grade 5 W,Draft—Head of School Review,Head of School,8
FF.G5.ELA.20,5,Grades 4–5,English Language Arts,Writing,Craft effective narratives,"Develop real or imagined experiences using effective technique, sequence, pacing, description, dialogue, transitions, and conclusion.","I can develop real or imagined experiences using effective technique, sequence, pacing, description, dialogue, transitions, and conclusion.","How does craft effective narratives help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.W.TTP.3,CCSS.ELA-LITERACY.W.5.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for craft effective narratives.,Grade 4 narrative technique and sequence,"Grade 6 narrative context, pacing, and reflection",Narrative portfolio piece with author’s craft reflection,TN ELA PDF pp.61–62; CCSS ELA Grade 5 W,Draft—Head of School Review,Head of School,8
FF.G5.ELA.21,5,Grades 4–5,English Language Arts,Writing Process,"Plan, revise, edit, and publish coherent writing","Produce writing appropriate to task, purpose, and audience, then strengthen it through planning, feedback, revision, editing, and digital production.","I can produce writing appropriate to task, purpose, and audience, then strengthen it through planning, feedback, revision, editing, and digital production.","How does plan, revise, edit, and publish coherent writing help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.W.PDW.4; 5.W.PDW.5,CCSS.ELA-LITERACY.W.5.4; CCSS.ELA-LITERACY.W.5.5; CCSS.ELA-LITERACY.W.5.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 5 expectations are directly aligned for plan, revise, edit, and publish coherent writing.",Grade 4 guided writing process,Grade 6 sustained digital production and revision,Before-and-after writing samples with revision memo,TN ELA PDF pp.63–65; CCSS ELA Grade 5 W,Draft—Head of School Review,Head of School,11
FF.G5.ELA.22,5,Grades 4–5,English Language Arts,Research,"Research, evaluate sources, and use evidence","Conduct short research using multiple sources, gather and categorize information, take notes, cite sources, and draw evidence from texts.","I can conduct short research using multiple sources, gather and categorize information, take notes, cite sources, and draw evidence from texts.","How does research, evaluate sources, and use evidence help a reader, writer, speaker, or researcher communicate meaning?",Essential,5.W.RBPK.7; 5.W.RBPK.8; 5.W.RBPK.9,CCSS.ELA-LITERACY.W.5.7; CCSS.ELA-LITERACY.W.5.8; CCSS.ELA-LITERACY.W.5.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 5 expectations are directly aligned for research, evaluate sources, and use evidence.",Grade 4 focused inquiry and source log,Grade 6 credible-source integration and sustained inquiry,"Inquiry project with source log, notes, citations, and product",TN ELA PDF pp.66–68; CCSS ELA Grade 5 W,Draft—Head of School Review,Head of School,12
FF.G5.ELA.23,5,Grades 4–5,English Language Arts,Writing Range,Write routinely for varied purposes and time frames,"Build writing fluency through sustained and shorter writing for multiple tasks, purposes, and audiences.","I can build writing fluency through sustained and shorter writing for multiple tasks, purposes, and audiences.","How does write routinely for varied purposes and time frames help a reader, writer, speaker, or researcher communicate meaning?",Supporting,5.W.RW.10,CCSS.ELA-LITERACY.W.5.10,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 5 expectations are directly aligned for write routinely for varied purposes and time frames.,Grade 4 routine writing,Grade 6 sustained analytical and explanatory writing,Curated writing portfolio showing range and growth,TN ELA PDF p.69; CCSS ELA Grade 5 W,Draft—Head of School Review,Head of School,8
FF.G6.ELA.01,6,Grades 6–8,English Language Arts,Language,Use standard grammar and usage,"Explain and use pronoun case, intensive pronouns, pronoun-antecedent agreement, phrases, clauses, and varied sentence types.","I can explain and use pronoun case, intensive pronouns, pronoun-antecedent agreement, phrases, clauses, and varied sentence types.","How does use standard grammar and usage help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.L.CSE.1,CCSS.ELA-LITERACY.L.6.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for use standard grammar and usage.,"Grade 5 grammar, verb tense, and sentence cohesion","Grade 7 phrases, clauses, and effectively placed modifiers",Edit an authentic draft and explain grammar revisions,TN ELA PDF p.21; CCSS ELA Grade 6 L,Draft—Head of School Review,Head of School,8
FF.G6.ELA.02,6,Grades 6–8,English Language Arts,Language,"Apply capitalization, punctuation, and spelling","Use commas, parentheses, and dashes to set off parenthetical elements and apply grade-appropriate capitalization and spelling.","I can use commas, parentheses, and dashes to set off parenthetical elements and apply grade-appropriate capitalization and spelling.","How does apply capitalization, punctuation, and spelling help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.L.CSE.2,CCSS.ELA-LITERACY.L.6.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 6 expectations are directly aligned for apply capitalization, punctuation, and spelling.","Grade 5 punctuation for series, introductions, and direct address",Grade 7 punctuation for coordinate adjectives,Publish a revised piece with an annotated conventions checklist,TN ELA PDF p.22; CCSS ELA Grade 6 L,Draft—Head of School Review,Head of School,8
FF.G6.ELA.03,6,Grades 6–8,English Language Arts,Language,Vary sentence patterns and maintain style,Vary sentence patterns for meaning and reader interest while maintaining consistent style and tone.,I can vary sentence patterns for meaning and reader interest while maintaining consistent style and tone.,"How does vary sentence patterns and maintain style help a reader, writer, speaker, or researcher communicate meaning?",Supporting,6.L.KL.3,CCSS.ELA-LITERACY.L.6.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for vary sentence patterns and maintain style.,Grade 5 cohesive paragraphs and purposeful sentence combining,"Grade 7 precise, concise language","Revise one passage for sentence variety, style, and tone",TN ELA PDF p.23; CCSS ELA Grade 6 L,Draft—Head of School Review,Head of School,8
FF.G6.ELA.04,6,Grades 6–8,English Language Arts,Vocabulary,Determine word meaning in context,"Use context, morphology, print and digital references, and etymological patterns to determine precise meanings.","I can use context, morphology, print and digital references, and etymological patterns to determine precise meanings.","How does determine word meaning in context help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.L.VAU.4,CCSS.ELA-LITERACY.L.6.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for determine word meaning in context.,"Grade 5 context, Greek and Latin roots, and references","Grade 7 flexible context, morphology, reference, and etymology strategies",Vocabulary analysis using four different strategies,TN ELA PDF p.24; CCSS ELA Grade 6 L,Draft—Head of School Review,Head of School,8
FF.G6.ELA.05,6,Grades 6–8,English Language Arts,Vocabulary,Interpret figurative language and word relationships,"Explain and use figurative language, word relationships, connotation, and denotation in reading, writing, speaking, and listening.","I can explain and use figurative language, word relationships, connotation, and denotation in reading, writing, speaking, and listening.","How does interpret figurative language and word relationships help a reader, writer, speaker, or researcher communicate meaning?",Supporting,6.L.VAU.5,CCSS.ELA-LITERACY.L.6.5,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for interpret figurative language and word relationships.,"Grade 5 figurative language, idioms, proverbs, and nuance",Grade 7 analysis of figurative and connotative effects,Analyze and revise language choices in a short text,TN ELA PDF p.25; CCSS ELA Grade 6 L,Draft—Head of School Review,Head of School,8
FF.G6.ELA.06,6,Grades 6–8,English Language Arts,Vocabulary,Acquire academic and domain vocabulary,Accurately use Grade 6 academic and domain-specific vocabulary and independently develop vocabulary knowledge.,I can accurately use Grade 6 academic and domain-specific vocabulary and independently develop vocabulary knowledge.,"How does acquire academic and domain vocabulary help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.L.VAU.6,CCSS.ELA-LITERACY.L.6.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for acquire academic and domain vocabulary.,Grade 5 academic vocabulary and logical relationships,Grade 7 independent vocabulary development across disciplines,Use a curated word bank accurately in an explanatory product,TN ELA PDF p.26; CCSS ELA Grade 6 L,Draft—Head of School Review,Head of School,8
FF.G6.ELA.07,6,Grades 6–8,English Language Arts,Literature,Cite evidence and make inferences,Cite textual evidence to explain explicit meaning and support logical inferences from literary text.,I can cite textual evidence to explain explicit meaning and support logical inferences from literary text.,"How does cite evidence and make inferences help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.RL.KID.1,CCSS.ELA-LITERACY.RL.6.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for cite evidence and make inferences.,Grade 5 accurate quotation and inference,Grade 7 several pieces of relevant textual evidence,Evidence-based response plus oral defense,TN ELA PDF p.29; CCSS ELA Grade 6 RL,Draft—Head of School Review,Head of School,8
FF.G6.ELA.08,6,Grades 6–8,English Language Arts,Literature,Analyze theme development and summarize,"Determine a theme, analyze its development across a text, and provide an objective summary.","I can determine a theme, analyze its development across a text, and provide an objective summary.","How does analyze theme development and summarize help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.RL.KID.2,CCSS.ELA-LITERACY.RL.6.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for analyze theme development and summarize.,Grade 5 theme conveyed through details,Grade 7 theme development across a text,Theme-development map and objective summary,TN ELA PDF p.30; CCSS ELA Grade 6 RL,Draft—Head of School Review,Head of School,8
FF.G6.ELA.09,6,Grades 6–8,English Language Arts,Literature,Analyze plot and character response,Describe how plot unfolds and how characters respond or change as events move toward resolution.,I can describe how plot unfolds and how characters respond or change as events move toward resolution.,"How does analyze plot and character response help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.RL.KID.3,CCSS.ELA-LITERACY.RL.6.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for analyze plot and character response.,Grade 5 comparison of story elements,Grade 7 interaction among story elements,Plot-and-character change analysis with cited evidence,TN ELA PDF p.31; CCSS ELA Grade 6 RL,Draft—Head of School Review,Head of School,8
FF.G6.ELA.10,6,Grades 6–8,English Language Arts,Literature,"Analyze literary craft, structure, and viewpoint","Analyze word meaning and connotation, structural contributions, and how an author establishes the narrator’s or speaker’s point of view.","I can analyze word meaning and connotation, structural contributions, and how an author establishes the narrator’s or speaker’s point of view.","How does analyze literary craft, structure, and viewpoint help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.RL.CS.4; 6.RL.CS.5; 6.RL.CS.6,CCSS.ELA-LITERACY.RL.6.4; CCSS.ELA-LITERACY.RL.6.5; CCSS.ELA-LITERACY.RL.6.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 6 expectations are directly aligned for analyze literary craft, structure, and viewpoint.","Grade 5 figurative language, structure, and narrator perspective","Grade 7 sound, form, structure, and contrasting viewpoints",Comparative craft commentary on two literary passages,TN ELA PDF pp.33–35; CCSS ELA Grade 6 RL,Draft—Head of School Review,Head of School,12
FF.G6.ELA.11,6,Grades 6–8,English Language Arts,Literature,Compare representations and related texts,"Compare the experience of reading a text with audio, video, or live versions and compare texts in different forms or genres.","I can compare the experience of reading a text with audio, video, or live versions and compare texts in different forms or genres.","How does compare representations and related texts help a reader, writer, speaker, or researcher communicate meaning?",Supporting,6.RL.IKI.7; 6.RL.IKI.9,CCSS.ELA-LITERACY.RL.6.7; CCSS.ELA-LITERACY.RL.6.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for compare representations and related texts.,Grade 5 multimedia contribution and same-genre comparison,Grade 7 comparison of fictional and historical accounts,Comparative analysis of written and performed texts,"TN ELA PDF pp.36, 39; CCSS ELA Grade 6 RL",Draft—Head of School Review,Head of School,10
FF.G6.ELA.12,6,Grades 6–8,English Language Arts,Informational Text,"Analyze evidence, central ideas, and development","Cite evidence, determine a central idea and how details convey it, summarize objectively, and analyze how a key person, event, or idea develops.","I can cite evidence, determine a central idea and how details convey it, summarize objectively, and analyze how a key person, event, or idea develops.","How does analyze evidence, central ideas, and development help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.RI.KID.1; 6.RI.KID.2; 6.RI.KID.3,CCSS.ELA-LITERACY.RI.6.1; CCSS.ELA-LITERACY.RI.6.2; CCSS.ELA-LITERACY.RI.6.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 6 expectations are directly aligned for analyze evidence, central ideas, and development.","Grade 5 quotation, multiple central ideas, and relationships",Grade 7 several pieces of evidence and interactions among ideas,"Annotated article, development map, and objective summary",TN ELA PDF pp.29–31; CCSS ELA Grade 6 RI,Draft—Head of School Review,Head of School,12
FF.G6.ELA.13,6,Grades 6–8,English Language Arts,Informational Text,"Analyze informational craft, structure, and purpose","Determine technical and connotative meanings, analyze how parts contribute to the whole, and determine how an author conveys point of view or purpose.","I can determine technical and connotative meanings, analyze how parts contribute to the whole, and determine how an author conveys point of view or purpose.","How does analyze informational craft, structure, and purpose help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.RI.CS.4; 6.RI.CS.5; 6.RI.CS.6,CCSS.ELA-LITERACY.RI.6.4; CCSS.ELA-LITERACY.RI.6.5; CCSS.ELA-LITERACY.RI.6.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 6 expectations are directly aligned for analyze informational craft, structure, and purpose.","Grade 5 technical vocabulary, structures, and account comparison",Grade 7 structural and rhetorical analysis,Structure-and-purpose analysis of a complex informational text,TN ELA PDF pp.33–35; CCSS ELA Grade 6 RI,Draft—Head of School Review,Head of School,12
FF.G6.ELA.14,6,Grades 6–8,English Language Arts,Informational Text,"Integrate media, evaluate arguments, and compare sources","Integrate information across media, trace and evaluate arguments and claims, and compare authors’ presentations of the same events or ideas.","I can integrate information across media, trace and evaluate arguments and claims, and compare authors’ presentations of the same events or ideas.","How does integrate media, evaluate arguments, and compare sources help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.RI.IKI.7; 6.RI.IKI.8; 6.RI.IKI.9,CCSS.ELA-LITERACY.RI.6.7; CCSS.ELA-LITERACY.RI.6.8; CCSS.ELA-LITERACY.RI.6.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 6 expectations are directly aligned for integrate media, evaluate arguments, and compare sources.",Grade 5 source integration and reasons-and-evidence analysis,Grade 7 multimedia evidence and argument quality,Multi-source analysis with claim-evidence evaluation,"TN ELA PDF pp.36, 38–39; CCSS ELA Grade 6 RI",Draft—Head of School Review,Head of School,12
FF.G6.ELA.15,6,Grades 6–8,English Language Arts,Reading Range,Read and comprehend Grade 6 literature and information,Independently and proficiently comprehend an appropriate range of Grade 6 literary and informational texts.,I can independently and proficiently comprehend an appropriate range of Grade 6 literary and informational texts.,"How does read and comprehend grade 6 literature and information help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.RL.RRTC.10; 6.RI.RRTC.10,CCSS.ELA-LITERACY.RL.6.10; CCSS.ELA-LITERACY.RI.6.10,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for read and comprehend grade 6 literature and information.,Grade 5 text complexity and independence,Grade 7 text complexity and sustained analysis,Reading portfolio with conferences across genres,TN ELA PDF p.42; CCSS ELA Grade 6 RL/RI,Draft—Head of School Review,Head of School,10
FF.G6.ELA.16,6,Grades 6–8,English Language Arts,Speaking and Listening,Collaborate and interpret spoken and multimedia information,"Prepare for collaborative discussions, follow norms, build on ideas, and interpret information presented in diverse media and formats.","I can prepare for collaborative discussions, follow norms, build on ideas, and interpret information presented in diverse media and formats.","How does collaborate and interpret spoken and multimedia information help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.SL.CC.1; 6.SL.CC.2,CCSS.ELA-LITERACY.SL.6.1; CCSS.ELA-LITERACY.SL.6.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for collaborate and interpret spoken and multimedia information.,Grade 5 prepared collaboration and multimedia summary,Grade 7 evidence-based discussion and multimedia analysis,Recorded seminar with preparation notes and synthesis,TN ELA PDF pp.45–47; CCSS ELA Grade 6 SL,Draft—Head of School Review,Head of School,10
FF.G6.ELA.17,6,Grades 6–8,English Language Arts,Speaking and Listening,Evaluate arguments and present claims,"Explain a speaker’s argument and claims, present findings in logical sequence, use multimedia purposefully, and adapt speech to context.","I can explain a speaker’s argument and claims, present findings in logical sequence, use multimedia purposefully, and adapt speech to context.","How does evaluate arguments and present claims help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.SL.CC.3; 6.SL.PKI.4; 6.SL.PKI.5; 6.SL.PKI.6,CCSS.ELA-LITERACY.SL.6.3; CCSS.ELA-LITERACY.SL.6.4; CCSS.ELA-LITERACY.SL.6.5; CCSS.ELA-LITERACY.SL.6.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for evaluate arguments and present claims.,Grade 5 speaker evidence and organized presentation,Grade 7 reasoning evaluation and formal presentation,Evidence-rich presentation plus evaluation of a peer argument,TN ELA PDF pp.48–51; CCSS ELA Grade 6 SL,Draft—Head of School Review,Head of School,14
FF.G6.ELA.18,6,Grades 6–8,English Language Arts,Writing,Write evidence-based arguments,"Write arguments with clear claims, relevant evidence, logical organization, credible sources, formal style, and a conclusion.","I can write arguments with clear claims, relevant evidence, logical organization, credible sources, formal style, and a conclusion.","How does write evidence-based arguments help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.W.TTP.1,CCSS.ELA-LITERACY.W.6.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for write evidence-based arguments.,Grade 5 opinion writing with reasons and facts,Grade 7 arguments with alternate or opposing claims,Published argument with source-based evidence,TN ELA PDF pp.55–57; CCSS ELA Grade 6 W,Draft—Head of School Review,Head of School,8
FF.G6.ELA.19,6,Grades 6–8,English Language Arts,Writing,Write informative explanations,"Examine a topic using organized relevant content, facts, definitions, quotations, examples, transitions, precise language, formal style, and a conclusion.","I can examine a topic using organized relevant content, facts, definitions, quotations, examples, transitions, precise language, formal style, and a conclusion.","How does write informative explanations help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.W.TTP.2,CCSS.ELA-LITERACY.W.6.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for write informative explanations.,Grade 5 informative development and formatting,Grade 7 informative analysis with stronger cohesion,Multimodal explanatory article with cited sources,TN ELA PDF pp.58–60; CCSS ELA Grade 6 W,Draft—Head of School Review,Head of School,8
FF.G6.ELA.20,6,Grades 6–8,English Language Arts,Writing,Craft effective narratives,"Develop real or imagined experiences using context, sequence, pacing, dialogue, description, precise language, and a reflective conclusion.","I can develop real or imagined experiences using context, sequence, pacing, dialogue, description, precise language, and a reflective conclusion.","How does craft effective narratives help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.W.TTP.3,CCSS.ELA-LITERACY.W.6.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for craft effective narratives.,"Grade 5 narrative pacing, description, and dialogue",Grade 7 purposeful narrative technique and structure,Narrative portfolio piece with author’s craft reflection,TN ELA PDF pp.61–62; CCSS ELA Grade 6 W,Draft—Head of School Review,Head of School,8
FF.G6.ELA.21,6,Grades 6–8,English Language Arts,Writing Process,"Plan, revise, edit, and publish coherent writing","Produce writing appropriate to task, purpose, and audience, then strengthen it through planning, feedback, revision, editing, and digital production.","I can produce writing appropriate to task, purpose, and audience, then strengthen it through planning, feedback, revision, editing, and digital production.","How does plan, revise, edit, and publish coherent writing help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.W.PDW.4; 6.W.PDW.5,CCSS.ELA-LITERACY.W.6.4; CCSS.ELA-LITERACY.W.6.5; CCSS.ELA-LITERACY.W.6.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 6 expectations are directly aligned for plan, revise, edit, and publish coherent writing.",Grade 5 increasingly independent writing process,Grade 7 sustained digital production and revision,Before-and-after writing samples with revision memo,TN ELA PDF pp.63–65; CCSS ELA Grade 6 W,Draft—Head of School Review,Head of School,11
FF.G6.ELA.22,6,Grades 6–8,English Language Arts,Research,"Research, evaluate sources, and integrate evidence","Conduct research using multiple sources, integrate relevant and credible information, cite sources, and support analysis and reflection with textual evidence.","I can conduct research using multiple sources, integrate relevant and credible information, cite sources, and support analysis and reflection with textual evidence.","How does research, evaluate sources, and integrate evidence help a reader, writer, speaker, or researcher communicate meaning?",Essential,6.W.RBPK.7; 6.W.RBPK.8; 6.W.RBPK.9,CCSS.ELA-LITERACY.W.6.7; CCSS.ELA-LITERACY.W.6.8; CCSS.ELA-LITERACY.W.6.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,"Tennessee and Common Core Grade 6 expectations are directly aligned for research, evaluate sources, and integrate evidence.",Grade 5 multi-source short research,Grade 7 inquiry refined by further questions,"Inquiry project with source evaluation, notes, citations, and product",TN ELA PDF pp.66–68; CCSS ELA Grade 6 W,Draft—Head of School Review,Head of School,12
FF.G6.ELA.23,6,Grades 6–8,English Language Arts,Writing Range,Write routinely for varied purposes and time frames,"Build writing fluency through sustained and shorter writing for discipline-specific tasks, purposes, and audiences.","I can build writing fluency through sustained and shorter writing for discipline-specific tasks, purposes, and audiences.","How does write routinely for varied purposes and time frames help a reader, writer, speaker, or researcher communicate meaning?",Supporting,6.W.RW.10,CCSS.ELA-LITERACY.W.6.10,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,Tennessee and Common Core Grade 6 expectations are directly aligned for write routinely for varied purposes and time frames.,Grade 5 routine writing,Grade 7 sustained analytical and explanatory writing,Curated writing portfolio showing range and growth,TN ELA PDF p.69; CCSS ELA Grade 6 W,Draft—Head of School Review,Head of School,8
