Source Crosswalk (Grades 4–6),,,,,,
Many-to-many audit trail. Each row records one relationship between a Forge competency and an external standard.,,,,,,
,,,,,,
Forge Standard ID,Subject,Framework,External Standard Code,Alignment Strength,Alignment Rationale,Source / Locator
FF.G4.MATH.20,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.20,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.20,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.20,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.20,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.20,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.21,Mathematics,Tennessee Academic Standards,4.MD.A.3,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.51
FF.G4.MATH.21,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.4.MD.A.3,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.51
FF.G4.MATH.21,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.21,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.21,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.21,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.21,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.21,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.22,Mathematics,Tennessee Academic Standards,4.MD.B.4,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.51
FF.G4.MATH.22,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.4.MD.B.4,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.51
FF.G4.MATH.22,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.22,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.22,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.22,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.22,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.22,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.23,Mathematics,Tennessee Academic Standards,4.MD.C.5,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.23,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.4.MD.C.5,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.23,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.23,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.23,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.23,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.23,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.23,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.24,Mathematics,Tennessee Academic Standards,4.MD.C.6,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.24,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.4.MD.C.6,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.24,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.24,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.24,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.24,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.24,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.24,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.25,Mathematics,Tennessee Academic Standards,4.MD.C.7,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.25,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.4.MD.C.7,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.25,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.25,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.25,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.25,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.25,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.25,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.26,Mathematics,Tennessee Academic Standards,4.G.A.1,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.26,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.4.G.A.1,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.26,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.26,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.26,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.26,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.26,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.26,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.27,Mathematics,Tennessee Academic Standards,4.G.A.2,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.27,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.4.G.A.2,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.27,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.27,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.27,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.27,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.27,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.27,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.28,Mathematics,Tennessee Academic Standards,4.G.A.3,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.28,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.4.G.A.3,Direct,The Tennessee and Common Core Grade 4 standards share the same domain and substantially aligned performance expectation.,TN Math 2021 PDF p.52
FF.G4.MATH.28,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.28,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.28,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.28,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.28,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.MATH.28,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.01,Science,Tennessee Academic Standards,4.PS3.1,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.01,Science,Next Generation Science Standards,4-PS3-1,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.01,Science,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.01,Science,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.01,Science,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.01,Science,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.01,Science,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.01,Science,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.02,Science,Tennessee Academic Standards,4.PS3.2,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.02,Science,Next Generation Science Standards,4-PS3-3,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.02,Science,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.02,Science,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.02,Science,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.02,Science,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.02,Science,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.02,Science,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.03,Science,Tennessee Academic Standards,4.PS3.3,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.03,Science,Next Generation Science Standards,4-PS3-4,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.03,Science,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.03,Science,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.03,Science,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.03,Science,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.03,Science,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.03,Science,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.04,Science,Tennessee Academic Standards,4.PS4.1,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.04,Science,Next Generation Science Standards,4-PS4-1,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.04,Science,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.04,Science,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.04,Science,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.04,Science,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.04,Science,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.04,Science,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.05,Science,Tennessee Academic Standards,4.PS4.2,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.05,Science,Next Generation Science Standards,4-PS4-2,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.05,Science,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.05,Science,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.05,Science,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.05,Science,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.05,Science,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.05,Science,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.06,Science,Tennessee Academic Standards,4.PS4.3,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.06,Science,Next Generation Science Standards,4-PS4-3,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.06,Science,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.06,Science,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.06,Science,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.06,Science,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.06,Science,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.06,Science,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.07,Science,Tennessee Academic Standards,4.LS2.1,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.07,Science,Next Generation Science Standards,5-LS2-1,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.07,Science,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.07,Science,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.07,Science,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.07,Science,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.07,Science,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.07,Science,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.08,Science,Tennessee Academic Standards,4.LS2.2,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.08,Science,Next Generation Science Standards,5-LS2-1,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
FF.G4.SCI.08,Science,NSQ Online Courses (2025),B1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.08,Science,NSQ Online Courses (2025),B2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.08,Science,NSQ Online Courses (2025),C2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.08,Science,NSQ Online Courses (2025),D1,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.08,Science,NSQ Online Courses (2025),D2,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.08,Science,NSQ Online Courses (2025),D4,Design Alignment,"The competency includes a measurable objective, standards alignment, aligned learning activity, valid assessment evidence, and options for demonstrating mastery.",NSQ Online Courses 2025
FF.G4.SCI.09,Science,Tennessee Academic Standards,4.LS2.3,Direct,"The Tennessee expectation is mapped to the closest NGSS 3–5 performance expectation; where grade labels differ, the shared DCI/practice is documented.",TN Science 2022 PDF p.41
