Grade 5 Forge Standards Framework,,,,,,,,,,,,,,,,,,,,,,,
"Competency-sized outcomes with explicit source alignment, evidence expectations, and vertical progression. Filterable working draft.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Forge Standard ID,Grade,Grade Band,Subject,Domain / Strand,Forge Standard,Description,Learning Target — I Can,Essential Question,Priority,Tennessee Standard(s),Common Core,NGSS,NSQ Online Course,TN Alignment,National Alignment,Alignment Rationale,Prerequisite Anchor,Next / Acceleration Anchor,Suggested Evidence / Performance Task,Source Document / Page,Review Status,Final Approver,Crosswalk Links
FF.G5.MATH.12,5,Grades 4–5,Mathematics,Fractions,Solve fraction addition and subtraction problems,Solve contextual problems involving fraction addition and subtraction and use benchmarks and estimation to assess reasonableness.,I can solve contextual problems involving fraction addition and subtraction and use benchmarks and estimation to assess reasonableness.,How can solve fraction addition and subtraction problems be used accurately to solve and explain a meaningful problem?,Essential,5.NF.A.2,CCSS.MATH.CONTENT.5.NF.A.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,4.NF.B.3 fraction addition and subtraction,6.RP and 6.NS rational-number applications,Context problem set with benchmark estimates and written reasoning,TN Math 2021 PDF p.59,Draft—Head of School Review,Head of School,8
FF.G5.MATH.13,5,Grades 4–5,Mathematics,Fractions,Interpret fractions as division,Interpret a fraction as division and solve sharing problems that produce fractional or mixed-number results.,I can interpret a fraction as division and solve sharing problems that produce fractional or mixed-number results.,How can interpret fractions as division be used accurately to solve and explain a meaningful problem?,Essential,5.NF.B.3,CCSS.MATH.CONTENT.5.NF.B.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,Grade 4 fraction meaning and equivalence,6.NS.A.1 fraction division,"Sharing model, equation, and contextual interpretation",TN Math 2021 PDF p.59,Draft—Head of School Review,Head of School,8
FF.G5.MATH.14,5,Grades 4–5,Mathematics,Fractions,Multiply fractions and model fractional area,Multiply a fraction by a whole number or another fraction and connect the product to visual models and rectangular area.,I can multiply a fraction by a whole number or another fraction and connect the product to visual models and rectangular area.,How can multiply fractions and model fractional area be used accurately to solve and explain a meaningful problem?,Essential,5.NF.B.4,CCSS.MATH.CONTENT.5.NF.B.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,4.NF.B.4 fraction times whole number,6.NS.A.1 fraction division and rational applications,Fraction-product model and fractional-area design,TN Math 2021 PDF p.60,Draft—Head of School Review,Head of School,8
FF.G5.MATH.15,5,Grades 4–5,Mathematics,Fractions,Interpret multiplication as scaling,"Compare product size to factor size and explain how multiplying by fractions greater than, equal to, or less than one scales a quantity.","I can compare product size to factor size and explain how multiplying by fractions greater than, equal to, or less than one scales a quantity.",How can interpret multiplication as scaling be used accurately to solve and explain a meaningful problem?,Essential,5.NF.B.5,CCSS.MATH.CONTENT.5.NF.B.5,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,Grade 4 multiplicative comparison,6.RP.A.1–3 ratio and rate reasoning,Scaling investigation with predictions and explanations,TN Math 2021 PDF p.60,Draft—Head of School Review,Head of School,8
FF.G5.MATH.16,5,Grades 4–5,Mathematics,Fractions,Solve fraction multiplication problems,Solve real-world problems involving multiplication of fractions and mixed numbers with visual models or equations.,I can solve real-world problems involving multiplication of fractions and mixed numbers with visual models or equations.,How can solve fraction multiplication problems be used accurately to solve and explain a meaningful problem?,Essential,5.NF.B.6,CCSS.MATH.CONTENT.5.NF.B.6,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,5.NF.B.4 fraction multiplication,6.NS.A.1 fraction division and 6.RP applications,Authentic design or measurement problem using fraction multiplication,TN Math 2021 PDF p.60,Draft—Head of School Review,Head of School,8
FF.G5.MATH.17,5,Grades 4–5,Mathematics,Fractions,Divide unit fractions and whole numbers,Interpret and compute division of unit fractions by whole numbers and whole numbers by unit and non-unit fractions in real-world problems.,I can interpret and compute division of unit fractions by whole numbers and whole numbers by unit and non-unit fractions in real-world problems.,How can divide unit fractions and whole numbers be used accurately to solve and explain a meaningful problem?,Essential,5.NF.B.7,CCSS.MATH.CONTENT.5.NF.B.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,Grade 4 fraction multiplication,6.NS.A.1 division of fractions by fractions,"Fraction-division story, visual model, equation, and explanation",TN Math 2021 PDF p.60,Draft—Head of School Review,Head of School,8
FF.G5.MATH.18,5,Grades 4–5,Mathematics,Measurement & Data,Convert measurements within a system,"Convert customary and metric measurements from larger units to smaller units and solve multistep problems involving length, time, volume, mass, and money.","I can convert customary and metric measurements from larger units to smaller units and solve multistep problems involving length, time, volume, mass, and money.",How can convert measurements within a system be used accurately to solve and explain a meaningful problem?,Essential,5.MD.A.1,CCSS.MATH.CONTENT.5.MD.A.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,4.MD.A.1 unit relationships,6.RP.A.3d unit conversion with ratios,Multistep conversion plan for an authentic project,TN Math 2021 PDF p.61,Draft—Head of School Review,Head of School,8
FF.G5.MATH.19,5,Grades 4–5,Mathematics,Measurement & Data,Represent and interpret fractional data,Make line plots with fractional measurements and use Grade 5 fraction operations to solve problems about the data.,I can make line plots with fractional measurements and use Grade 5 fraction operations to solve problems about the data.,How can represent and interpret fractional data be used accurately to solve and explain a meaningful problem?,Essential,5.MD.B.2,CCSS.MATH.CONTENT.5.MD.B.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,4.MD.B.4 line plots with fractions,6.SP.A–B statistical distributions,Line-plot investigation with fraction-based conclusions,TN Math 2021 PDF p.61,Draft—Head of School Review,Head of School,8
FF.G5.MATH.20,5,Grades 4–5,Mathematics,Measurement & Data,Explain volume measurement,Recognize volume as an attribute of solid figures and explain cubic units and unit-cube packing without gaps or overlaps.,I can recognize volume as an attribute of solid figures and explain cubic units and unit-cube packing without gaps or overlaps.,How can explain volume measurement be used accurately to solve and explain a meaningful problem?,Essential,5.MD.C.3,CCSS.MATH.CONTENT.5.MD.C.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,Grade 4 area and multiplicative measurement,6.G.A.2 volume with fractional edges,Build and explain a unit-cube volume model,TN Math 2021 PDF p.61,Draft—Head of School Review,Head of School,8
FF.G5.MATH.21,5,Grades 4–5,Mathematics,Measurement & Data,Measure volume with unit cubes,"Measure volume by counting cubic units in centimeters, inches, feet, or improvised units.","I can measure volume by counting cubic units in centimeters, inches, feet, or improvised units.",How can measure volume with unit cubes be used accurately to solve and explain a meaningful problem?,Essential,5.MD.C.4,CCSS.MATH.CONTENT.5.MD.C.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,5.MD.C.3 unit-cube concepts,6.G.A.2 volume with fractional edge lengths,Volume measurement investigation using physical or virtual cubes,TN Math 2021 PDF p.61,Draft—Head of School Review,Head of School,8
FF.G5.MATH.22,5,Grades 4–5,Mathematics,Measurement & Data,Relate volume to multiplication and addition,"Use V = l × w × h and V = B × h, and add volumes of non-overlapping prisms to solve real-world problems.","I can use V = l × w × h and V = B × h, and add volumes of non-overlapping prisms to solve real-world problems.",How can relate volume to multiplication and addition be used accurately to solve and explain a meaningful problem?,Essential,5.MD.C.5,CCSS.MATH.CONTENT.5.MD.C.5,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,5.MD.C.3–4 volume concepts and measurement,6.G.A.2 volume with fractional edges and formulas,"Composite-prism design with formula, model, and explanation",TN Math 2021 PDF p.61,Draft—Head of School Review,Head of School,8
FF.G5.MATH.23,5,Grades 4–5,Mathematics,Geometry,Graph and interpret ordered pairs,Graph and label ordered pairs in the first quadrant and explain how coordinates represent horizontal and vertical distances.,I can graph and label ordered pairs in the first quadrant and explain how coordinates represent horizontal and vertical distances.,How can graph and interpret ordered pairs be used accurately to solve and explain a meaningful problem?,Essential,5.G.A.1,CCSS.MATH.CONTENT.5.G.A.1,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,Grade 4 line and angle representations,6.NS.C.6 coordinate plane in four quadrants,Coordinate map with labeled points and movement explanation,TN Math 2021 PDF p.62,Draft—Head of School Review,Head of School,8
FF.G5.MATH.24,5,Grades 4–5,Mathematics,Geometry,Solve problems on the coordinate plane,Represent and solve real-world and mathematical problems by graphing and interpreting points in the first quadrant.,I can represent and solve real-world and mathematical problems by graphing and interpreting points in the first quadrant.,How can solve problems on the coordinate plane be used accurately to solve and explain a meaningful problem?,Essential,5.G.A.2,CCSS.MATH.CONTENT.5.G.A.2,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,5.G.A.1 ordered-pair meaning,6.NS.C.8 four-quadrant coordinate problems,Coordinate-plane modeling task tied to an authentic context,TN Math 2021 PDF p.62,Draft—Head of School Review,Head of School,8
FF.G5.MATH.25,5,Grades 4–5,Mathematics,Geometry,Classify two-dimensional figures hierarchically,Classify two-dimensional figures in a hierarchy and explain how properties of a category apply to its subcategories.,I can classify two-dimensional figures in a hierarchy and explain how properties of a category apply to its subcategories.,How can classify two-dimensional figures hierarchically be used accurately to solve and explain a meaningful problem?,Essential,5.G.B.3,CCSS.MATH.CONTENT.5.G.B.3,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee and Common Core Grade 5 standards share the same domain and a substantially aligned performance expectation.,4.G.A.2 shape classification,6.G.A.1 area through composition and decomposition,Shape hierarchy with property-based justification,TN Math 2021 PDF p.62,Draft—Head of School Review,Head of School,8
FF.G5.SCI.01,5,Grades 4–5,Science,Physical Science—Matter,Explain phase changes with property data,"Analyze observations and measurements of physical properties to explain changes among solids, liquids, and gases.","I can analyze observations and measurements of physical properties to explain changes among solids, liquids, and gases.",What evidence or model can explain explain phase changes with property data?,Essential,5.PS1.1,Not Applicable,5-PS1-1; 5-PS1-3,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 energy and material observations,6.PS3 energy transfer in systems,Phase-change investigation with data table and claim-evidence-reasoning,TN Science 2022 PDF p.46; NGSS 5-PS1,Draft—Head of School Review,Head of School,9
FF.G5.SCI.02,5,Grades 4–5,Science,Physical Science—Matter,Demonstrate conservation of matter,"Use data to show that the amount of matter is conserved when matter changes form, including changes where matter appears to vanish.","I can use data to show that the amount of matter is conserved when matter changes form, including changes where matter appears to vanish.",What evidence or model can explain demonstrate conservation of matter?,Essential,5.PS1.2,Not Applicable,5-PS1-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 measurement and energy transformations,7.PS1 chemical processes and conservation,Closed-system investigation with mass evidence,TN Science 2022 PDF p.46; NGSS 5-PS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.03,5,Grades 4–5,Science,Physical Science—Matter,Determine whether mixing forms a new substance,Use physical properties as evidence to argue whether combining substances produces a new substance.,I can use physical properties as evidence to argue whether combining substances produces a new substance.,What evidence or model can explain determine whether mixing forms a new substance?,Essential,5.PS1.3,Not Applicable,5-PS1-4,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.PS1.1 physical properties and phase changes,7.PS1 chemical reactions,Mixture investigation and evidence-based argument,TN Science 2022 PDF p.46; NGSS 5-PS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.04,5,Grades 4–5,Science,Physical Science—Forces,Investigate balanced and unbalanced forces,Plan and carry out an investigation showing how balanced and unbalanced forces affect an object’s motion.,I can plan and carry out an investigation showing how balanced and unbalanced forces affect an object’s motion.,What evidence or model can explain investigate balanced and unbalanced forces?,Essential,5.PS2.1,Not Applicable,3-PS2-1,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,"Grade 4 energy, motion, and collisions","8.PS2 force, mass, and motion",Controlled force-and-motion investigation,TN Science 2022 PDF p.46; NGSS 3-PS2,Draft—Head of School Review,Head of School,8
FF.G5.SCI.05,5,Grades 4–5,Science,Physical Science—Forces,Use motion patterns to predict,Observe and measure an object’s motion and use a pattern in the data to predict future motion.,I can observe and measure an object’s motion and use a pattern in the data to predict future motion.,What evidence or model can explain use motion patterns to predict?,Essential,5.PS2.2,Not Applicable,3-PS2-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 motion data and wave patterns,8.PS2 motion modeling,Motion data graph with tested prediction,TN Science 2022 PDF p.46; NGSS 3-PS2,Draft—Head of School Review,Head of School,8
FF.G5.SCI.06,5,Grades 4–5,Science,Physical Science—Forces,Explain Earth-directed gravity,Use evidence to support that Earth’s gravitational force on objects is directed toward Earth’s center.,I can use evidence to support that Earth’s gravitational force on objects is directed toward Earth’s center.,What evidence or model can explain explain earth-directed gravity?,Essential,5.PS2.3,Not Applicable,5-PS2-1,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 force and motion evidence,8.PS2 gravitational interactions,Gravity model and evidence-based explanation,TN Science 2022 PDF p.46; NGSS 5-PS2,Draft—Head of School Review,Head of School,8
FF.G5.SCI.07,5,Grades 4–5,Science,Physical Science—Forces,Explain force-driven patterns in systems,"Explain how forces create one-direction, back-and-forth, or cyclic patterns and describe conditions that change their speed.","I can explain how forces create one-direction, back-and-forth, or cyclic patterns and describe conditions that change their speed.",What evidence or model can explain explain force-driven patterns in systems?,Essential,5.PS2.4,Not Applicable,3-PS2-1; 3-PS2-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.PS2.1–2 forces and motion patterns,6.PS3 energy transfers and 8.PS2 interactions,System model comparing force-driven motion patterns,TN Science 2022 PDF p.46; NGSS 3-PS2,Draft—Head of School Review,Head of School,9
FF.G5.SCI.08,5,Grades 4–5,Science,Life Science—Information Processing,Compare instinctive and learned responses,Compare animal responses that are instinctive with those learned through sensory information processed and stored by the brain.,I can compare animal responses that are instinctive with those learned through sensory information processed and stored by the brain.,What evidence or model can explain compare instinctive and learned responses?,Essential,5.LS1.1,Not Applicable,4-LS1-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,"Grade 4 structures, senses, and information transfer",7.LS1 body systems and information processing,Animal behavior case study with response classification,TN Science 2022 PDF p.46; NGSS 4-LS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.09,5,Grades 4–5,Science,Life Science—Heredity,Distinguish inherited and environmental characteristics,Distinguish inherited characteristics from those caused by direct environmental interaction and identify traits influenced by both.,I can distinguish inherited characteristics from those caused by direct environmental interaction and identify traits influenced by both.,What evidence or model can explain distinguish inherited and environmental characteristics?,Essential,5.LS3.1,Not Applicable,3-LS3-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 organism structures and adaptation,7.LS3 inheritance and variation,Trait evidence chart using multiple organisms,TN Science 2022 PDF p.47; NGSS 3-LS3,Draft—Head of School Review,Head of School,8
FF.G5.SCI.10,5,Grades 4–5,Science,Life Science—Heredity,Analyze inheritance and variation data,Use evidence and data to show that organisms inherit traits from parents and that variation exists within groups of similar organisms.,I can use evidence and data to show that organisms inherit traits from parents and that variation exists within groups of similar organisms.,What evidence or model can explain analyze inheritance and variation data?,Essential,5.LS3.2,Not Applicable,3-LS3-1,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.LS3.1 inherited and environmental influences,7.LS3 models of inheritance and variation,Trait-data analysis with claim-evidence-reasoning,TN Science 2022 PDF p.47; NGSS 3-LS3,Draft—Head of School Review,Head of School,8
FF.G5.SCI.11,5,Grades 4–5,Science,Life Science—Adaptation,Explain survival advantages of variation,Use evidence to explain how variation among individuals of one species may provide advantages for survival and reproduction.,I can use evidence to explain how variation among individuals of one species may provide advantages for survival and reproduction.,What evidence or model can explain explain survival advantages of variation?,Essential,5.LS4.1,Not Applicable,3-LS4-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 adaptations and environmental change,8.LS4 natural selection,Species-variation explanation supported by data,TN Science 2022 PDF p.47; NGSS 3-LS4,Draft—Head of School Review,Head of School,8
FF.G5.SCI.12,5,Grades 4–5,Science,Earth Science—Stars,Explain apparent stellar brightness,Explain that the sun appears brighter than other stars because of their relative distances from Earth.,I can explain that the sun appears brighter than other stars because of their relative distances from Earth.,What evidence or model can explain explain apparent stellar brightness?,Essential,5.ESS1.1,Not Applicable,5-ESS1-1,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 light and observation,8.ESS1 scale and gravity in the universe,Distance-and-brightness model with explanation,TN Science 2022 PDF p.47; NGSS 5-ESS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.13,5,Grades 4–5,Science,Earth Science—Galaxies,Locate Earth in the Milky Way,Research Earth’s position in the solar system and Milky Way and compare the Milky Way’s size and shape with other galaxies.,I can research Earth’s position in the solar system and Milky Way and compare the Milky Way’s size and shape with other galaxies.,What evidence or model can explain locate earth in the milky way?,Essential,5.ESS1.2,Not Applicable,5-ESS1-1,B1; B2; C2; D1; D2; D4,Direct,Supporting,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.ESS1.1 stars and distance,8.ESS1 scale and organization of the universe,Scale model and research brief on cosmic location,TN Science 2022 PDF p.47; NGSS 5-ESS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.14,5,Grades 4–5,Science,Earth Science—Earth-Sun Patterns,"Model day, night, and shadow patterns",Use a model to explain how Earth’s orbit and the sun relate to day-night patterns and changes in shadow length and direction.,I can use a model to explain how Earth’s orbit and the sun relate to day-night patterns and changes in shadow length and direction.,"What evidence or model can explain model day, night, and shadow patterns?",Essential,5.ESS1.3,Not Applicable,5-ESS1-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 observation of light and patterns,8.ESS1 Earth-sun-moon system models,Sun-shadow data collection and explanatory model,TN Science 2022 PDF p.47; NGSS 5-ESS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.15,5,Grades 4–5,Science,Earth Science—Earth-Moon-Sun System,"Explain eclipses, tides, and moon phases","Explain cause-and-effect relationships among sun, Earth, and moon positions and eclipses, tides, and the moon’s appearance.","I can explain cause-and-effect relationships among sun, Earth, and moon positions and eclipses, tides, and the moon’s appearance.","What evidence or model can explain explain eclipses, tides, and moon phases?",Essential,5.ESS1.4,Not Applicable,MS-ESS1-1,B1; B2; C2; D1; D2; D4,Direct,Supporting,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.ESS1.3 observable Earth-sun patterns,8.ESS1 Earth-sun-moon system models,Earth-moon-sun model and phenomenon explanation,TN Science 2022 PDF p.47; NGSS MS-ESS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.16,5,Grades 4–5,Science,Earth Science—Seasons,Explain seasons and changing daylight,"Relate Earth’s axial tilt and revolution to changing sunlight intensity, day length, and seasons at different latitudes.","I can relate Earth’s axial tilt and revolution to changing sunlight intensity, day length, and seasons at different latitudes.",What evidence or model can explain explain seasons and changing daylight?,Essential,5.ESS1.5,Not Applicable,MS-ESS1-1,B1; B2; C2; D1; D2; D4,Direct,Supporting,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,5.ESS1.3 day and shadow patterns,8.ESS1 seasonal system modeling,Season-and-latitude model supported by daylight data,TN Science 2022 PDF p.47; NGSS MS-ESS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.17,5,Grades 4–5,Science,Earth Science—Constellations,Track seasonal constellation patterns,Use tools to describe constellation positions and explain their apparent seasonal movement from Earth’s perspective.,I can use tools to describe constellation positions and explain their apparent seasonal movement from Earth’s perspective.,What evidence or model can explain track seasonal constellation patterns?,Essential,5.ESS1.6,Not Applicable,5-ESS1-2,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,Grade 4 observation and pattern analysis,8.ESS1 models of apparent celestial motion,Seasonal sky map or digital observation log,TN Science 2022 PDF p.47; NGSS 5-ESS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.18,5,Grades 4–5,Science,Engineering Design,Test and improve prototypes,"Plan and carry out controlled tests of prototype elements, identify failure points, and use results to improve the design.","I can plan and carry out controlled tests of prototype elements, identify failure points, and use results to improve the design.",What evidence or model can explain test and improve prototypes?,Essential,5.ETS1.1,Not Applicable,3-5-ETS1-3,B1; B2; C2; D1; D2; D4,Direct,Direct,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,"Grade 4 criteria, constraints, and solution comparison",6.ETS1 design solutions for biodiversity and thermal transfer,"Prototype test plan, data record, redesign, and rationale",TN Science 2022 PDF p.47; NGSS 3-5-ETS1,Draft—Head of School Review,Head of School,8
FF.G5.SCI.19,5,Grades 4–5,Science,Technology & Measurement,Use tools to answer testable questions,Select and use appropriate tools to make measurements and answer testable questions.,I can select and use appropriate tools to make measurements and answer testable questions.,What evidence or model can explain use tools to answer testable questions?,Essential,5.ETS2.1,Not Applicable,3-5-ETS1-3,B1; B2; C2; D1; D2; D4,Direct,Supporting,The Tennessee expectation is mapped to the closest NGSS performance expectation; grade-band or emphasis differences are disclosed in the source locator.,"Grade 4 technology benefits, risks, and needs",6.ETS1 controlled testing and design evaluation,Measurement-tool comparison embedded in an investigation,TN Science 2022 PDF p.48; NGSS 3-5-ETS1,Draft—Head of School Review,Head of School,8
FF.G5.SS.01,5,Grades 4–5,Social Studies,Social Studies Practices,Gather inquiry sources,"Gather relevant information from varied primary and secondary sources, including print, artifacts, graphics, media, technology, and oral history.","I can gather relevant information from varied primary and secondary sources, including print, artifacts, graphics, media, technology, and oral history.","How does gather inquiry sources deepen understanding of people, place, and change over time?",Essential,SSP.01,CCSS.ELA-LITERACY.RI.5.7; CCSS.ELA-LITERACY.W.5.7,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 inquiry and source gathering,Grade 6 independent source selection and corroboration,Inquiry source set with relevance and provenance notes,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,9
FF.G5.SS.02,5,Grades 4–5,Social Studies,Social Studies Practices,Critically examine sources,"Summarize, distinguish fact from opinion, infer, and evaluate purpose, viewpoint, and reliability.","I can summarize, distinguish fact from opinion, infer, and evaluate purpose, viewpoint, and reliability.","How does critically examine sources deepen understanding of people, place, and change over time?",Essential,SSP.02,CCSS.ELA-LITERACY.RI.5.1; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.RI.5.8,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 source analysis,"Grade 6 bias, validity, and argument analysis",Annotated primary- and secondary-source analysis,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,10
FF.G5.SS.03,5,Grades 4–5,Social Studies,Social Studies Practices,Synthesize and compare evidence,"Organize data, compare accounts, recognize differences, and generate further questions.","I can organize data, compare accounts, recognize differences, and generate further questions.","How does synthesize and compare evidence deepen understanding of people, place, and change over time?",Essential,SSP.03,CCSS.ELA-LITERACY.RI.5.9; CCSS.ELA-LITERACY.W.5.8,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 comparison of evidence,Grade 6 multi-source validity and synthesis,Source comparison matrix and next-question memo,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,9
FF.G5.SS.04,5,Grades 4–5,Social Studies,Social Studies Practices,Communicate evidence-based arguments,"Defend ideas with evidence, compare viewpoints, explain cause and effect, predict outcomes, devise solutions, and practice civil discourse.","I can defend ideas with evidence, compare viewpoints, explain cause and effect, predict outcomes, devise solutions, and practice civil discourse.","How does communicate evidence-based arguments deepen understanding of people, place, and change over time?",Essential,SSP.04,CCSS.ELA-LITERACY.W.5.1; CCSS.ELA-LITERACY.SL.5.1; CCSS.ELA-LITERACY.SL.5.4,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 evidence-based communication,Grade 6 sustained historical argument,Civic seminar or evidence-based presentation,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,10
FF.G5.SS.05,5,Grades 4–5,Social Studies,Social Studies Practices,Develop historical awareness,"Explain changing historical accounts, consider experiences in context, and identify continuity and change over time.","I can explain changing historical accounts, consider experiences in context, and identify continuity and change over time.","How does develop historical awareness deepen understanding of people, place, and change over time?",Essential,SSP.05,CCSS.ELA-LITERACY.RI.5.3; CCSS.ELA-LITERACY.RI.5.6; CCSS.ELA-LITERACY.RI.5.9,Not Applicable,B1; B2; C2; D1; D2; D4,Direct,Supporting,"Tennessee content is primary; Common Core literacy standards support disciplinary reading, writing, speaking, and inquiry. NGSS is not applicable.",Grade 4 chronology and historical context,"Grade 6 context, empathy, and historiography",Then-and-now analysis with contextualized evidence,TN Social Studies 2024 PDF pp.68–69,Draft—Head of School Review,Head of School,10
